facility_id,category,subtype,source,facility_name,lat,lon,has_coords,address,city,county,zip,status,first_year,last_year,capacity,fire_id,fire_name,fire_year,bucket,dins_year,dist_m,census_tract,generalized
RED-010266,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1988.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,16.892406424538354,06037460302,TRUE
RED-019337,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1985.0,,8,EATON_2025,EATON,2025.0,complete_loss,2025.0,20.77479759115883,06037460301,TRUE
RED-022659,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,2001.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,18.06281457717627,06037460302,TRUE
RED-011997,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1998.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,23.646571332714597,06037460101,TRUE
RED-019597,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1997.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,29.869682865036488,06037460301,TRUE
RED-017744,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,2011.0,,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,20.021846783060845,06037460200,TRUE
RED-022232,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,2007.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,17.448528944808853,06037460301,TRUE
RED-020475,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1998.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,14.883353047222847,06037460302,TRUE
RED-017009,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,2016.0,,36,EATON_2025,EATON,2025.0,complete_loss,2025.0,24.144291195247767,06037460200,TRUE
RED-017868,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,2020.0,2025.0,4,EATON_2025,EATON,2025.0,complete_loss,2025.0,22.55748601068331,06037460302,TRUE
RED-003478,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,no_damage,2018.0,2025.0,4,EATON_2025,EATON,2025.0,no_damage,2025.0,8.521021706984767,06037461000,TRUE
RED-018448,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,no_damage,2017.0,,12,EATON_2025,EATON,2025.0,no_damage,2025.0,21.063360129030933,06037460302,TRUE
RED-012975,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,no_damage,,,4,EATON_2025,EATON,2025.0,no_damage,2025.0,16.712628487042775,06037461100,TRUE
RED-021500,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,impacted,,2026.0,4,EATON_2025,EATON,2025.0,impacted,2025.0,19.88265272777882,06037461100,TRUE
RED-001730,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,SHASTA,,complete_loss,2013.0,,4,CARR_2018,CARR ,2018.0,complete_loss,2018.0,58.06095235350196,06089010603,TRUE
RED-009394,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1994.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,23.18131172256277,06037460200,TRUE
RED-020559,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,1988.0,2025.0,6,EATON_2025,EATON,2025.0,complete_loss,2025.0,24.576539018173158,06037460301,TRUE
RED-021166,residential_elderly_disabled,ADULT RESIDENTIAL,AdultResidentialFacilities,,,,,,,LOS ANGELES,,no_damage,2002.0,2025.0,4,EATON_2025,EATON,2025.0,no_damage,2025.0,24.930022899488225,06037460101,TRUE
RED-021643,residential_elderly_disabled,COMMUNITY CRISIS HOME - ARF,AdultResidentialFacilities,,,,,,,SOLANO,,no_damage,,,4,HENNESSEY_2020,HENNESSEY,2020.0,no_damage,2020.0,93.37272905113508,06095252903,TRUE
RED-001403,residential_elderly_disabled,COMMUNITY CRISIS HOME - ARF,AdultResidentialFacilities,,,,,,,SOLANO,,no_damage,2020.0,2021.0,5,HENNESSEY_2020,HENNESSEY,2020.0,no_damage,2020.0,79.46529943557918,06095252903,TRUE
RED-020035,residential_elderly_disabled,COMMUNITY CRISIS HOME - ARF,AdultResidentialFacilities,,,,,,,SOLANO,,no_damage,2020.0,,4,HENNESSEY_2020,HENNESSEY,2020.0,no_damage,2020.0,93.37272905113508,06095252903,TRUE
RED-019916,residential_elderly_disabled,SOCIAL REHABILITATION FACILITY,AdultResidentialFacilities,,,,,,,LOS ANGELES,,not_matched,,2022.0,6,WOOLSEY_2018,WOOLSEY,2018.0,,,,06037800406,TRUE
RED-001836,residential_elderly_disabled,SOCIAL REHABILITATION FACILITY,AdultResidentialFacilities,,,,,,,LOS ANGELES,,not_matched,,2025.0,6,WOOLSEY_2018,WOOLSEY,2018.0,,,,06037800336,TRUE
RED-011652,residential_elderly_disabled,SOCIAL REHABILITATION FACILITY,AdultResidentialFacilities,,,,,,,VENTURA,,complete_loss,2023.0,2024.0,6,MOUNTAIN_2024,MOUNTAIN,2024.0,complete_loss,2024.0,23.772634452980995,06111005202,TRUE
RED-000522,residential_elderly_disabled,SOCIAL REHABILITATION FACILITY,AdultResidentialFacilities,,,,,,,LOS ANGELES,,complete_loss,,,6,MOUNTAIN_2024,MOUNTAIN,2024.0,complete_loss,2024.0,23.772634452980995,06111005202,TRUE
RED-016324,residential_elderly_disabled,SOCIAL REHABILITATION FACILITY,AdultResidentialFacilities,,,,,,,LOS ANGELES,,not_matched,,2022.0,6,WOOLSEY_2018,WOOLSEY,2018.0,,,,06037800411,TRUE
