FIPS,E_TOTPOP,E_AGE65,E_AGE17,acc_hospital_clinic,drop_hospital_clinic,droppct_hospital_clinic,acc_residential_elderly_disabled,drop_residential_elderly_disabled,droppct_residential_elderly_disabled,acc_childcare_center,drop_childcare_center,droppct_childcare_center,acc_school,drop_school,droppct_school
06037131100,3340.0,474.0,641.0,0.009726960912755232,0.0,0.0,0.11690831966955262,0.00033867834460425683,0.28969567397901924,0.13739187807312997,0.0,0.0,0.001275037078163878,0.0,0.0
06037131200,3796.0,640.0,875.0,0.009615995615782207,0.0,0.0,0.11674059711524948,0.00034033625936066847,0.29153205291958484,0.14077014028927534,0.0,0.0,0.0012528724847760424,0.0,0.0
06037131300,4502.0,725.0,1177.0,0.009500261497852276,0.0,0.0,0.1164194390287705,0.00034153426615482485,0.2933653254165073,0.14394040252229526,0.0,0.0,0.001232699564319429,0.0,0.0
06037131400,6175.0,911.0,1189.0,0.00937961706097078,0.0,0.0,0.11599439785682374,0.00034181607150862714,0.2946832586954274,0.14944457249786175,0.0,0.0,0.0012210483587628735,0.0,0.0
06037131600,5194.0,655.0,1114.0,0.0090694770593512,0.0,0.0,0.11494118195313183,0.00033898792329381533,0.29492294888009796,0.16450324228723723,0.0,0.0,0.0011813238673177163,0.0,0.0
06037131701,5297.0,655.0,1380.0,0.009121674630869488,0.0,0.0,0.11536433766136923,0.00036479400019098773,0.3162103710609195,0.16931174318436637,0.0,0.0,0.0011758418529011088,0.0,0.0
06037131702,3958.0,490.0,864.0,0.009261314598366086,0.0,0.0,0.11549812592122469,0.000367551073875122,0.31823120153984974,0.16039907704754783,0.0,0.0,0.001191218806229627,0.0,0.0
06037131801,3068.0,360.0,821.0,0.009517454867450571,0.0,0.0,0.11669529580601176,0.0003700735408745798,0.317128071288984,0.146398658031648,0.0,0.0,0.0012097750369140607,0.0,0.0
06037131802,2481.0,274.0,379.0,0.009642763239883561,0.0,0.0,0.11716089991955987,0.00036998855066155967,0.3157952447579233,0.14241122811467907,0.0,0.0,0.0012122430788253278,0.0,0.0
06037131900,4255.0,633.0,714.0,0.009819967383824468,0.0,0.0,0.11762794034161243,0.0003680548139142342,0.31289743988149216,0.13801612992824333,0.0,0.0,0.0012225213912694809,0.0,0.0
06037132001,2947.0,491.0,467.0,0.009931364782766225,0.0,0.0,0.11795960813920271,0.0004033354324732563,0.3419267313920584,0.13621662706597581,0.0,0.0,0.001150947266728874,0.0,0.0
06037132002,3707.0,436.0,987.0,0.009991453674684526,0.0,0.0,0.11810017983132848,0.0003942856093833852,0.33385690855552186,0.1360013814981038,0.0,0.0,0.001166787359369607,0.0,0.0
06037132101,4319.0,333.0,1403.0,0.010205207519202446,0.0,0.0,0.11844077217153624,0.0004026235452965071,0.3399366095936901,0.13446316015593726,0.0,0.0,0.0011371504228006985,0.0,0.0
06037132102,5279.0,939.0,1129.0,0.010020514161869068,0.0,0.0,0.11793407953702457,0.0003716556390516157,0.3151384574421824,0.13373045626946148,0.0,0.0,0.0012233506410837189,0.0,0.0
06037132301,3689.0,403.0,727.0,0.009652468246558356,0.0,0.0,0.1171603448128764,0.0003852418117917672,0.32881587401185897,0.14303647673379757,0.0,0.0,0.0011945040950854192,0.0,0.0
06037132302,3178.0,368.0,567.0,0.00969801363175609,0.0,0.0,0.11724490536499736,0.000394945802887986,0.3368554067730897,0.14125866607062054,0.0,0.0,0.0011791937520945043,0.0,0.0
06037132501,4641.0,948.0,867.0,0.009349924330584127,0.0,0.0,0.1156684253825704,0.0003875459792933439,0.3350490663390163,0.15877293490613856,0.0,0.0,0.0011775061171166292,0.0,0.0
06037132502,3565.0,807.0,770.0,0.009430518931721282,0.0,0.0,0.11565178191911152,0.00040522238061532767,0.3503814415058005,0.15561142335793038,0.0,0.0,0.0011522970216964997,0.0,0.0
06037132700,4846.0,933.0,1009.0,0.009783630477633755,0.0,0.0,0.11740182525699493,0.0004100591925207675,0.3492783792953302,0.1376993732270708,0.0,0.0,0.001148075561523241,0.0,0.0
06037132900,3559.0,701.0,777.0,0.009834344817671677,0.0,0.0,0.11734610572081523,0.00042686594214734475,0.36376660267101296,0.1334883764903334,0.0,0.0,0.0011072161854001833,0.0,0.0
06037133000,4373.0,850.0,724.0,0.00922896244724832,0.0,0.0,0.11539577128845105,0.0003904002673367629,0.3383141886203889,0.1672229403086279,0.0,0.0,0.0011575244100605004,0.0,0.0
06037133101,1827.0,204.0,428.0,0.009492041723458432,0.0,0.0,0.11558025931071579,0.0004223837049663476,0.3654462340587491,0.15172269788833753,0.0,0.0,0.0011215699246557662,0.0,0.0
06037133102,3703.0,849.0,686.0,0.009623314532179534,0.0,0.0,0.11636245951101114,0.0004218737137944434,0.36255138948358373,0.14333776146290791,0.0,0.0,0.0011254587285021516,0.0,0.0
06037134001,3715.0,237.0,900.0,0.008655082904429689,0.0,0.0,0.11459081268867968,0.0003541841804210466,0.3090860184256605,0.1981926374098686,0.0,0.0,0.0010754299288411235,0.0,0.0
06037134002,3798.0,690.0,872.0,0.00873632760371637,0.0,0.0,0.1148197006723342,0.0003583678329456552,0.3121135404875724,0.19540767854415605,0.0,0.0,0.0010885457915390726,0.0,0.0
06037134101,5414.0,604.0,1335.0,0.008880889653127175,0.0,0.0,0.11495983248229957,0.00033377662252485896,0.2903419527653285,0.1733803287141046,0.0,0.0,0.0011481449697981995,0.0,0.0
06037134103,4584.0,1163.0,996.0,0.008667042442316593,0.0,0.0,0.11467599321458337,0.0003210553892560586,0.2799673935723365,0.1767174560409465,0.0,0.0,0.001099127609560012,0.0,0.0
06037134104,4419.0,631.0,945.0,0.008781809892767566,0.0,0.0,0.11498105729603113,0.00033601302647071063,0.29223337684711737,0.17997866725304168,0.0,0.0,0.0011221876632014232,0.0,0.0
06037134201,4345.0,440.0,870.0,0.00852659566153835,0.0,0.0,0.11440705148458846,0.0003207523717915356,0.280360666260806,0.18463954498899288,0.0,0.0,0.0010675795035831501,0.0,0.0
06037134302,4287.0,773.0,768.0,0.008100009526564093,0.0,0.0,0.11215019685474971,0.0002921864905004179,0.2605314111742849,0.17346756964395918,0.0,0.0,0.0009543844823699652,0.0,0.0
06037134303,5597.0,1081.0,893.0,0.008283725360478379,0.0,0.0,0.11291684270082449,0.00032918617201263545,0.291529734748979,0.19524486913305727,0.0,0.0,0.0010059861644609565,0.0,0.0
06037134304,3045.0,638.0,627.0,0.00823657315464658,0.0,0.0,0.1131491230686133,0.0003035386104409954,0.26826421823607993,0.18061042465208724,0.0,0.0,0.0009972560706806271,0.0,0.0
06037134305,3840.0,235.0,1053.0,0.008325579804557039,0.0,0.0,0.11364178101112431,0.0003008601537783928,0.264744314196327,0.17700727225487406,0.0,0.0,0.0010227192295628605,0.0,0.0
06037134306,3925.0,650.0,781.0,0.0083825677304873,0.0,0.0,0.11385395894462354,0.00031710619936495266,0.2785201343057269,0.18681992140658363,0.0,0.0,0.0010369095832022982,0.0,0.0
06037134421,4292.0,886.0,792.0,0.007925413152236084,0.0,0.0,0.10901690681476174,0.00029240806711403056,0.2682226781675998,0.16837562141928533,0.0,0.0,0.0009474687759819909,0.0,0.0
06037134422,4933.0,1022.0,964.0,0.008062479621653693,0.0,0.0,0.11103101364889079,0.000309607980034321,0.27884819732744465,0.18256312814653955,0.0,0.0,0.0009318639385228232,0.0,0.0
06037134423,3243.0,1073.0,554.0,0.00795744133640822,0.0,0.0,0.11080594707944201,0.0002779166862598853,0.25081387198525884,0.16304019666396552,0.0,0.0,0.0009315893430904938,0.0,0.0
06037134424,2821.0,717.0,536.0,0.007792885599634815,0.0,0.0,0.10812654208651135,0.00024862428713751106,0.22993825784106586,0.13904064335739957,0.0,0.0,0.0009994537816901891,0.0,0.0
06037134520,5263.0,543.0,1265.0,0.00855507164857031,0.0,0.0,0.11392391011839992,0.0003588394502226644,0.31498168369548263,0.20229832337332132,0.0,0.0,0.001049254583137568,0.0,0.0
06037134521,2944.0,153.0,921.0,0.008555173862668049,0.0,0.0,0.11434672753889302,0.0003428145279999184,0.2998026575647441,0.19681063852406988,0.0,0.0,0.0010639001731626565,0.0,0.0
06037134522,4741.0,372.0,1117.0,0.008451272076041155,0.0,0.0,0.11390811694235758,0.00033714494556250085,0.29597973753978457,0.19661908526152252,0.0,0.0,0.0010428916264825575,0.0,0.0
06037134710,5531.0,493.0,1547.0,0.008805414640069377,0.0,0.0,0.11506494789555449,0.0003543504201336811,0.3079568770633158,0.18778573251462077,0.0,0.0,0.0011100524217374573,0.0,0.0
06037134720,5195.0,585.0,1056.0,0.008960152564557311,0.0,0.0,0.11526960911088045,0.00036011720021428273,0.31241296209122893,0.17819493498904826,0.0,0.0,0.001146307801046542,0.0,0.0
06037134801,3091.0,465.0,483.0,0.008927234556212051,0.0,0.0,0.11506850054128301,0.00037697176152187706,0.3276063907573309,0.18725327694796237,0.0,0.0,0.0011093058213262831,0.0,0.0
06037134802,3121.0,433.0,694.0,0.00908746274292344,0.0,0.0,0.11525541570218387,0.00038573316589433915,0.3346768249841385,0.17576438241322279,0.0,0.0,0.0011362589586772851,0.0,0.0
06037134901,2577.0,501.0,452.0,0.009261778380607613,0.0,0.0,0.11513258463156274,0.00041127732678228335,0.35722061490968626,0.1668608927913447,0.0,0.0,0.0011212401349277611,0.0,0.0
06037134904,4615.0,493.0,781.0,0.0089132916882163,0.0,0.0,0.11468017625268719,0.0003897404178622027,0.3398498594939771,0.1923067511627148,0.0,0.0,0.0010873829111056634,0.0,0.0
06037134905,5590.0,308.0,675.0,0.008916600590441736,0.0,0.0,0.11415544861611913,0.00040686993480792966,0.356417446333331,0.19215905187850257,0.0,0.0,0.0010567352172829786,0.0,0.0
06037134906,3056.0,308.0,530.0,0.008750200611978651,0.0,0.0,0.11430048067947461,0.0003793726153840937,0.33190815395426343,0.20039539295970152,0.0,0.0,0.0010671975915026077,0.0,0.0
06037134907,3635.0,0.0,334.0,0.008697818732001025,0.0,0.0,0.11400291508921459,0.00038015193033785755,0.33345807871699096,0.20238540288448742,0.0,0.0,0.0010555382157265575,0.0,0.0
06037135102,3652.0,802.0,654.0,0.008320661693440028,0.0,0.0,0.11182029344502505,0.00036211472464869887,0.3238363212011492,0.2036927686973674,0.0,0.0,0.000989180488073316,0.0,0.0
06037135111,4001.0,532.0,805.0,0.008421935951471669,0.0,0.0,0.11279101789400277,0.0003617667182620049,0.32074071589812336,0.20453585641444796,0.0,0.0,0.001022373811960448,0.0,0.0
06037135113,2951.0,343.0,428.0,0.008567612350892763,0.0,0.0,0.11254157311302718,0.00039419380433108886,0.35026505621633186,0.20451030962816077,0.0,0.0,0.001017467184602128,0.0,0.0
06037135115,3212.0,322.0,740.0,0.00847797035891632,0.0,0.0,0.11242811008230334,0.0003810532771368891,0.3389306080640668,0.20537708456001627,0.0,0.0,0.0010153437322486022,0.0,0.0
06037135116,1477.0,406.0,125.0,0.008590221073724853,0.0,0.0,0.11334919154845514,0.00038034682849638624,0.3355531903673027,0.20546216781235815,0.0,0.0,0.0010412077794514747,0.0,0.0
06037135201,3104.0,417.0,913.0,0.008208068163751915,0.0,0.0,0.1109476168377619,0.00035274325705500487,0.31793675890381623,0.20218758581868126,0.0,0.0,0.000952049322613563,0.0,0.0
06037135202,4625.0,498.0,1192.0,0.008090224628284483,0.0,0.0,0.10988490809096825,0.0003396069102019478,0.3090569179170666,0.19744728750207438,0.0,0.0,0.0009351769815241603,0.0,0.0
06037135204,4481.0,666.0,689.0,0.007972994418232196,0.0,0.0,0.10820950778827595,0.00032148858467698216,0.29709827837495634,0.18510148857229985,0.0,0.0,0.0009442670167592501,0.0,0.0
06037135205,2059.0,562.0,502.0,0.00786815675766516,0.0,0.0,0.10666861738041464,0.00029059876394929574,0.27243135899373944,0.16045157037824861,0.0,0.0,0.000991665814010415,0.0,0.0
06037137000,5035.0,1286.0,880.0,0.00817638942985317,0.0,0.0,0.10777275141352866,0.00038941494665013787,0.361329688202852,0.19550353828065362,0.0,0.0,0.0009177306881603053,0.0,0.0
06037137103,5560.0,1205.0,661.0,0.008686867201923552,0.0,0.0,0.11232804904942818,0.00041411659477219587,0.3686671301394814,0.19811818551423507,0.0,0.0,0.0010071587499201956,0.0,0.0
06037137104,2416.0,617.0,396.0,0.008971979226513894,0.0,0.0,0.11336514777994959,0.00042952665114136257,0.37888774420786414,0.18311103495828102,0.0,0.0,0.0010193736610687948,0.0,0.0
06037137202,3339.0,356.0,606.0,0.008536411375946566,0.0,0.0,0.11155521977497676,0.0004052403381321068,0.3632643447339676,0.19996657003393595,0.0,0.0,0.0009877812009402975,0.0,0.0
06037137203,2660.0,262.0,875.0,0.008412259360423092,0.0,0.0,0.11044657957910413,0.000401246337897343,0.3632944899031138,0.1998289785506952,0.0,0.0,0.0009503642450810606,0.0,0.0
06037137301,2142.0,420.0,428.0,0.008181301224883739,0.0,0.0,0.10927675409052413,0.0003725591918237875,0.3409317882146847,0.20232284619436988,0.0,0.0,0.0009346670822821567,0.0,0.0
06037137302,4376.0,1145.0,934.0,0.007977611404490782,0.0,0.0,0.10659685142728594,0.000342089673589438,0.3209191162862735,0.18859702745103035,0.0,0.0,0.0009536435430027455,0.0,0.0
06037137401,4567.0,618.0,1191.0,0.008593965620419981,0.0,0.0,0.10938234087306963,0.00043874592447862293,0.40111220968269107,0.17294451599035163,0.0,0.0,0.0009171288000806971,0.0,0.0
06037137402,5663.0,1118.0,1415.0,0.008377587553187052,0.0,0.0,0.1071831457484071,0.00042960352927787215,0.40081257764750455,0.17394204215506318,0.0,0.0,0.0008723740994911607,0.0,0.0
06037137501,5426.0,783.0,1201.0,0.009168794781145042,0.0,0.0,0.1128312425329466,0.000455375613964637,0.403590001972785,0.1551204793752233,0.0,0.0,0.0009703787605600235,0.0,0.0
06037137502,4432.0,774.0,798.0,0.00881038104284739,0.0,0.0,0.11124403585315681,0.0004425129659129112,0.3977857891608972,0.1769251245372764,0.0,0.0,0.0009602713484538298,0.0,0.0
06037137504,1983.0,341.0,476.0,0.00935015880125997,0.0,0.0,0.11051662072024133,0.0004937560714990546,0.44677087326885867,0.10803251401949189,0.0,0.0,0.0008270204644281349,2.3162636878954488e-06,0.2800733219457986
06037138000,4826.0,1137.0,1071.0,0.008987320366404464,0.0,0.0,0.10917387367336036,0.00047851958002685657,0.4383096100982452,0.1322426511315346,0.0,0.0,0.0008515430112430668,0.0,0.0
06037139001,5511.0,888.0,1255.0,0.010160370617851414,0.0,0.0,0.11805180217539499,0.0004449414348855901,0.37690355139561543,0.1287472262660363,0.0,0.0,0.001019760670111656,0.0,0.0
06037139200,5946.0,1082.0,869.0,0.00996327767548872,0.0,0.0,0.11737141657599343,0.0004459953589419363,0.37998634757310923,0.1277336413383581,0.0,0.0,0.0010414714816871138,0.0,0.0
06037139301,4243.0,798.0,1055.0,0.009395618544345164,0.0,0.0,0.1149112218659661,0.0004341686572455483,0.3778296411746175,0.15471783661728533,0.0,0.0,0.001083029377832783,0.0,0.0
06037139302,5181.0,521.0,953.0,0.009737779257010921,0.0,0.0,0.116358347586597,0.00044285356568839196,0.3805945811999509,0.1341969561333645,0.0,0.0,0.0010714146523710818,0.0,0.0
06037139303,4556.0,1038.0,722.0,0.00982194011307558,0.0,0.0,0.11678333467161187,0.0004443953688328811,0.38052978199543264,0.13023453804253077,0.0,0.0,0.0010629445143106916,0.0,0.0
06037139401,2405.0,612.0,335.0,0.009815603722338072,0.0,0.0,0.11608417694903227,0.00045968761783732326,0.3959950700595077,0.1249863255071063,0.0,0.0,0.0010134492837070856,0.0,0.0
06037139402,2893.0,630.0,624.0,0.009595860896302476,0.0,0.0,0.11460095823224835,0.0004611075737469966,0.402359265454416,0.13297903242754097,0.0,0.0,0.0010082890563571404,0.0,0.0
06037139502,3113.0,552.0,698.0,0.010056250890961268,0.0,0.0,0.11649177532705741,0.00047573175317741634,0.40838226719592163,0.11591612335265725,0.0,0.0,0.0009281941002674752,0.0,0.0
06037139504,3741.0,724.0,618.0,0.01011499425947722,0.0,0.0,0.11718870694352806,0.0004659105335003827,0.3975728938837936,0.12152966521683359,0.0,0.0,0.0009548675993942547,0.0,0.0
06037139505,2485.0,457.0,331.0,0.010064977875844894,0.0,0.0,0.11704694031041567,0.0004650992970551826,0.39736134564620884,0.12107196482483609,0.0,0.0,0.0009659659494769591,0.0,0.0
06037139506,2889.0,534.0,580.0,0.010019348518463006,0.0,0.0,0.11691029858216899,0.00046406792280181963,0.39694357847837936,0.12116599225774341,0.0,0.0,0.000976587143870351,0.0,0.0
06037139600,5134.0,1250.0,1005.0,0.010303099989653812,0.0,0.0,0.11752528697754987,0.0004709381082967923,0.4007121534506465,0.12100820810380748,0.0,0.0,0.0009070314579267592,0.0,0.0
06037139701,5388.0,1353.0,944.0,0.010585105230248377,0.0,0.0,0.11763470723058227,0.00048074047584832635,0.40867231038030344,0.12086784097515112,0.0,0.0,0.0008240846444967386,0.0,0.0
06037139703,2438.0,664.0,577.0,0.010101271168091905,0.0,0.0,0.11380389744905325,0.0005135577680575459,0.4512655362154456,0.08720252250196844,0.0,0.0,0.0007602846538212488,1.2543348822388785e-05,1.6498227025029317
06037139704,2597.0,620.0,601.0,0.010445981383668597,0.0,0.0,0.1147268277000613,0.0005183375525429496,0.4518015209991486,0.09081721384359326,0.0,0.0,0.0006984063528673908,1.4507314583515245e-05,2.077202551774297
06037139705,4097.0,997.0,1021.0,0.010805016056721257,0.0,0.0,0.11567797614428961,0.0005128371392815884,0.4433317009643277,0.10409580812401188,0.0,0.0,0.0006709297063284934,8.499713881098144e-06,1.266856095493349
06037139801,3498.0,783.0,780.0,0.009807444164908976,0.0,0.0,0.11362083339615607,0.000495386165339895,0.435999411844355,0.09817702952731361,0.0,0.0,0.0008587319597467974,7.51852550693894e-07,0.08755381026177045
06037139802,3887.0,960.0,846.0,0.009668897534212456,0.0,0.0,0.11086740993297818,0.0005112819606616081,0.4611652432132125,0.08161533347820539,0.0,0.0,0.0007818736304220042,1.3209541965685358e-05,1.6894727551504345
06037141101,4434.0,323.0,759.0,0.011632385929372118,0.0,0.0,0.1170753405948781,0.0005008470221971456,0.42779890252914365,0.14987692993093626,0.0,0.0,0.0008334646807145248,0.0,0.0
06037141102,2961.0,340.0,530.0,0.01159286421155547,0.0,0.0,0.11703467907665444,0.0005005633444384178,0.42770514550696787,0.14610258256115477,0.0,0.0,0.0008084503026193364,0.0,0.0
06037141201,3960.0,355.0,548.0,0.011419155238079178,0.0,0.0,0.11737798174506643,0.0004870023795128242,0.41490096547284827,0.14523818522452767,0.0,0.0,0.0008208076311998333,0.0,0.0
06037141202,2958.0,505.0,363.0,0.01148714747558897,0.0,0.0,0.11693716411929644,0.0004955556201035743,0.4237794065178634,0.14018640064478158,0.0,0.0,0.0007798261162464938,0.0,0.0
06037141303,3231.0,384.0,327.0,0.011217770810648552,0.0,0.0,0.11765302099707226,0.0004728993539799692,0.4019440809698691,0.14165759974873107,0.0,0.0,0.0008242334454542899,0.0,0.0
06037141304,3011.0,584.0,445.0,0.011302344268424748,0.0,0.0,0.11735331182366995,0.00048138715659194753,0.41020329900468355,0.1398405650826777,0.0,0.0,0.0007961478904622079,0.0,0.0
06037141305,2878.0,356.0,409.0,0.011090788950274058,0.0,0.0,0.11778522574504381,0.0004694190490822925,0.39853814102151497,0.13830780789697358,0.0,0.0,0.0008310883057788045,0.0,0.0
06037141306,3076.0,276.0,413.0,0.011157892772645873,0.0,0.0,0.11732012253984338,0.00047989962962458055,0.4090514220709245,0.13403438768501852,0.0,0.0,0.0007833673551960443,0.0,0.0
06037141400,5019.0,828.0,1172.0,0.010878352229798329,0.0,0.0,0.11787433666689133,0.00046938598018085587,0.3982087988391603,0.12931302284011248,0.0,0.0,0.0008360343110893337,0.0,0.0
06037141500,3017.0,632.0,558.0,0.011012158749354913,0.0,0.0,0.11600696980293819,0.0005042493029345924,0.43467155791687684,0.1107787286641351,0.0,0.0,0.0006826182036220446,2.6791204968254143e-06,0.39247715378958786
06037141600,3853.0,847.0,742.0,0.011306398691578005,0.0,0.0,0.11599138216166689,0.0004994459877174923,0.4305888751470972,0.1208403763945061,0.0,0.0,0.0006885155774801804,0.0,0.0
06037141700,3086.0,602.0,570.0,0.011648826231049991,0.0,0.0,0.11610024126405535,0.0005114558881269826,0.44052956527776777,0.13150195572760348,0.0,0.0,0.0007222731726267908,0.0,0.0
06037143101,2074.0,507.0,297.0,0.0123381417295308,0.0,0.0,0.11123775921836766,0.0006546583823339586,0.5885217276346042,0.1328570785987051,0.0,0.0,0.0008978896662382624,0.0,0.0
06037143102,2337.0,176.0,313.0,0.012243301126894413,0.0,0.0,0.11232173298834351,0.0006369654687608389,0.5670901363558393,0.13635643432334046,0.0,0.0,0.0008874721665742326,0.0,0.0
06037143200,4235.0,308.0,372.0,0.012186315660420282,0.0,0.0,0.11339017456246882,0.0006200164286515736,0.5467990776484736,0.13640306860886353,0.0,0.0,0.0008787752188028372,0.0,0.0
06037143301,3385.0,567.0,678.0,0.011973458352154574,0.0,0.0,0.11472908703464015,0.0005795571929124443,0.5051527976836935,0.14472194544002973,0.0,0.0,0.0008865260332754135,0.0,0.0
06037143302,3258.0,684.0,549.0,0.01205354141273927,0.0,0.0,0.11465490812660309,0.0005888113369043046,0.5135509212166769,0.13936451731044275,0.0,0.0,0.0008688801534177796,0.0,0.0
06037143401,5478.0,976.0,1006.0,0.011753754623468523,0.0,0.0,0.11665457814760508,0.0005209301919865128,0.4465578636162661,0.1519741893542365,0.0,0.0,0.0008605894363132787,0.0,0.0
06037143402,1844.0,198.0,417.0,0.011881941317111015,0.0,0.0,0.11585970376406944,0.0005523972194539095,0.4767811426298672,0.14875331067106548,0.0,0.0,0.0008727509778811412,0.0,0.0
06037143500,5328.0,825.0,994.0,0.011900353608197236,0.0,0.0,0.11610430977576165,0.0005449362572323979,0.46935058507721367,0.14509522310263864,0.0,0.0,0.0008325232876532663,0.0,0.0
06037143602,4734.0,826.0,703.0,0.012123032288025363,0.0,0.0,0.11477949314734122,0.0005927498172313694,0.5164248429555816,0.13393969513428738,0.0,0.0,0.0008454092053326036,0.0,0.0
06037143603,2459.0,257.0,318.0,0.012254535363544884,0.0,0.0,0.11345922168369242,0.0006248033355253646,0.55068537070281,0.13106896745722746,0.0,0.0,0.0008702106905639201,0.0,0.0
06037143605,1827.0,30.0,50.0,0.012344861262605306,0.0,0.0,0.112711980474188,0.0006402873659750313,0.5680739201647358,0.12873681025686537,0.0,0.0,0.0008804078349590962,0.0,0.0
06037143606,1695.0,51.0,115.0,0.012305527907844008,0.0,0.0,0.11335202153109132,0.0006292667175115813,0.5551437980653743,0.1279085864041482,0.0,0.0,0.0008672378749393771,0.0,0.0
06037143700,3438.0,562.0,451.0,0.012551845691132067,0.0,0.0,0.1114629730312758,0.0006599505913815473,0.5920805568288309,0.11834022963087029,0.0,0.0,0.0009109311240254943,0.0,0.0
06037143801,3411.0,395.0,688.0,0.012236891486640292,0.0,0.0,0.11446180971712194,0.0006032269770707976,0.5270115670559444,0.12523014465135243,0.0,0.0,0.0008233092895795871,0.0,0.0
06037143802,2239.0,583.0,308.0,0.012368308057665416,0.0,0.0,0.11344022127741954,0.0006276382264469305,0.5532766239163383,0.12121660139739186,0.0,0.0,0.0008501718002845117,0.0,0.0
06037143901,4222.0,787.0,1028.0,0.012176733179514693,0.0,0.0,0.11490272545505834,0.00058065200426341,0.5053422379354433,0.12390207576789466,0.0,0.0,0.0007774896311322387,0.0,0.0
06037143902,3053.0,537.0,629.0,0.011897692902141283,0.0,0.0,0.11585109060930981,0.0005264976941224409,0.45446071448561004,0.13398284346796804,0.0,0.0,0.000752212201557482,0.0,0.0
06037181000,5992.0,1045.0,1383.0,0.012564446180326842,0.0,0.0,0.08403872728121542,0.000764030332257637,0.9091407699464473,0.16533557961994316,0.00037684427006873245,0.22792690534909923,0.0012314853157607874,8.856888048674972e-06,0.7192037075329122
06037181300,3971.0,619.0,805.0,0.012746868883355987,0.0,0.0,0.08880646387370082,0.000725485934889511,0.8169292000200411,0.13531290696117698,0.0,0.0,0.0012696900126636114,4.488431751267091e-06,0.353506108302062
06037181400,4655.0,731.0,987.0,0.012684641836304205,0.0,0.0,0.08620611533375112,0.0007450622029240156,0.8642799876081545,0.14713339167643966,0.0,0.0,0.0012756357952743572,6.9971915204638906e-06,0.5485258054364154
06037181500,4106.0,880.0,729.0,0.01264460309666016,0.0,0.0,0.08410932834197354,0.0007685696741164816,0.913774594646166,0.1557346364575263,0.00022976252163053879,0.14753463125282487,0.0013028966713946417,9.015262002320251e-06,0.6919399059228671
06037181600,4438.0,326.0,594.0,0.012806947633139316,0.0,0.0,0.08739612957188815,0.0007340096548438396,0.8398651730224231,0.13774309109378532,0.0,0.0,0.0013230395991907977,5.870092453604718e-06,0.443682294709471
06037183101,2741.0,533.0,342.0,0.012808934460245218,0.0,0.0,0.08474839620987572,0.0007648147872316297,0.9024534049442057,0.15009353825837718,0.0,0.0,0.0014013972280458816,8.243132942564952e-06,0.5882081666494543
06037183103,4548.0,403.0,997.0,0.012890318171510649,0.0,0.0,0.08507735734604739,0.0007604219075955793,0.8938005731684939,0.1484636681351145,0.0,0.0,0.001447375743410645,7.583319221845814e-06,0.5239357683289776
06037183104,1902.0,411.0,267.0,0.012774481491163102,0.0,0.0,0.08384354218543907,0.0007736731294408911,0.9227581627333168,0.1572959932618978,4.7152675112654974e-05,0.029977035101044044,0.001411376983430612,8.921268977708221e-06,0.6320968162611972
06037183220,3118.0,524.0,546.0,0.012891783831739508,0.0,0.0,0.08609127745894977,0.0007505669098625684,0.871826893520607,0.14191963432102847,0.0,0.0,0.001410093027007058,6.960649656336188e-06,0.4936305281297833
06037183221,3514.0,378.0,745.0,0.012801924425516467,0.0,0.0,0.0853899509657058,0.000757770066584687,0.887423002372986,0.146621184908849,0.0,0.0,0.0013691106617054795,7.771701908248054e-06,0.5676460001098061
06037183222,3616.0,813.0,501.0,0.012767116221831914,0.0,0.0,0.08567656580350047,0.0007537857815382992,0.8798039165891754,0.14625868756446067,0.0,0.0,0.0013391109294594034,7.551134775958361e-06,0.5638916545178778
06037183300,3231.0,467.0,605.0,0.012925609986667232,0.0,0.0,0.08734993825054563,0.0007350657106406505,0.84151829453189,0.13651595466950736,0.0,0.0,0.0013961009768103615,5.705531082626824e-06,0.40867610419284384
06037183401,2416.0,492.0,351.0,0.01294405690915561,0.0,0.0,0.08841249374309496,0.0007220551731698388,0.816689070289041,0.1331016132780488,0.0,0.0,0.0013783425306870482,4.649462604308175e-06,0.3373227264481642
06037183402,2939.0,386.0,352.0,0.012900212961253573,0.0,0.0,0.0889468434254565,0.0007163049665798726,0.805318029279122,0.13308151340691415,0.0,0.0,0.001344905801511592,4.219575521464654e-06,0.31374506056276275
06037183510,2346.0,359.0,410.0,0.01302535914486311,0.0,0.0,0.08841023584603018,0.0007212782393658523,0.8158311449615248,0.13084810800836635,0.0,0.0,0.0014307869082051368,4.396722750006155e-06,0.30729402993501403
06037183520,3850.0,505.0,793.0,0.013089637198743759,0.0,0.0,0.08878400390738785,0.0007154198303209458,0.805798115465949,0.1278580816666356,0.0,0.0,0.0014625276051620443,3.780653255456559e-06,0.2585013262048939
06037183610,3042.0,377.0,542.0,0.013017566402330542,0.0,0.0,0.08761573793133912,0.0007315533986161776,0.8349566138328552,0.13310295619469073,0.0,0.0,0.0014484535548780456,5.176742883372621e-06,0.35739792041923524
06037183620,3038.0,389.0,497.0,0.01297634424934769,0.0,0.0,0.08687072898595714,0.0007410410207901175,0.8530387961978638,0.13687451022737449,0.0,0.0,0.0014447704039977224,5.98962362997283e-06,0.414572697045798
