facility_id,category,fire_status,outcome,FIPS,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
HCAI_106010735,hospital_clinic,,outside_all_perimeters,06001428500,0.5191,0.0918,0.6128,0.4275,0.9698
HCAI_106010739,hospital_clinic,,outside_all_perimeters,06001423902,0.2592,0.2306,0.0922,0.1362,0.6699
HCAI_106010776,hospital_clinic,,outside_all_perimeters,06001401000,0.3187,0.3656,0.051,0.5133,0.6076
HCAI_106010811,hospital_clinic,,outside_all_perimeters,06001430500,0.5295,0.3239,0.4053,0.6153,0.8329
HCAI_106010844,hospital_clinic,,outside_all_perimeters,06001422901,0.4525,0.6468,0.0062,0.4385,0.8819
HCAI_106010846,hospital_clinic,,outside_all_perimeters,06001405700,0.6316,0.7053,0.1119,0.733,0.7927
HCAI_106010887,hospital_clinic,,outside_all_perimeters,06001432800,0.3008,0.181,0.491,0.4723,0.3672
HCAI_106010937,hospital_clinic,,outside_all_perimeters,06001401300,0.4582,0.3515,0.0782,0.4866,0.9149
HCAI_106010967,hospital_clinic,,outside_all_perimeters,06001437300,0.7655,0.7115,0.6071,0.7619,0.7889
HCAI_106010983,hospital_clinic,,outside_all_perimeters,06001451602,0.1614,0.0179,0.2458,0.1706,0.572
HCAI_106010987,hospital_clinic,,outside_all_perimeters,06001441924,0.1895,0.2614,0.077,0.7136,0.2149
HCAI_106013619,hospital_clinic,,outside_all_perimeters,06001433104,0.8107,0.5283,0.7949,0.6191,0.9795
HCAI_106013626,hospital_clinic,,outside_all_perimeters,06001401300,0.4582,0.3515,0.0782,0.4866,0.9149
HCAI_106013687,hospital_clinic,,outside_all_perimeters,06001401300,0.4582,0.3515,0.0782,0.4866,0.9149
HCAI_106014034,hospital_clinic,,outside_all_perimeters,06001441927,0.3923,0.1379,0.1619,0.6734,0.8677
HCAI_106014050,hospital_clinic,,outside_all_perimeters,06001450743,0.2171,0.0843,0.2224,0.6647,0.4003
HCAI_106014132,hospital_clinic,,outside_all_perimeters,06001441929,0.0779,0.0311,0.0052,0.648,0.6186
HCAI_106014207,hospital_clinic,,outside_all_perimeters,06001406300,0.8584,0.6705,0.8561,0.7995,0.9096
HCAI_106014226,hospital_clinic,,outside_all_perimeters,06001430500,0.5295,0.3239,0.4053,0.6153,0.8329
HCAI_106014233,hospital_clinic,,outside_all_perimeters,06001430900,0.7883,0.4915,0.7034,0.5699,0.9892
HCAI_106014326,hospital_clinic,,outside_all_perimeters,06001403501,0.5479,0.4882,0.3518,0.4614,0.7715
HCAI_106014337,hospital_clinic,,outside_all_perimeters,06001433300,0.4826,0.325,0.6755,0.6881,0.4669
HCAI_106034002,hospital_clinic,,outside_all_perimeters,06005000500,0.3156,0.282,0.5311,0.106,0.371
HCAI_106040802,hospital_clinic,,outside_all_perimeters,06007003502,0.7781,0.8305,0.8183,0.3504,0.6504
HCAI_106040828,hospital_clinic,,outside_all_perimeters,06007000300,0.8232,0.72,0.6319,0.1538,0.9885
HCAI_106040875,hospital_clinic,complete_loss,lost_or_impacted,06007002000,0.2541,0.4293,0.0432,0.0029,0.5491
HCAI_106040937,hospital_clinic,,outside_all_perimeters,06007002700,0.5743,0.4055,0.6566,0.0293,0.8818
HCAI_106040962,hospital_clinic,,outside_all_perimeters,06007000603,0.5611,0.8631,0.0529,0.19,0.7001
HCAI_106044006,hospital_clinic,,outside_all_perimeters,06007000300,0.8232,0.72,0.6319,0.1538,0.9885
HCAI_106044011,hospital_clinic,,outside_all_perimeters,06007000403,0.536,0.5598,0.6235,0.0785,0.5724
HCAI_106050932,hospital_clinic,,outside_all_perimeters,06009000301,0.426,0.4197,0.5496,0.0959,0.4933
HCAI_106060870,hospital_clinic,,outside_all_perimeters,06011000200,0.7949,0.623,0.9862,0.4025,0.7334
HCAI_106070904,hospital_clinic,,outside_all_perimeters,06013372000,0.5031,0.5325,0.2694,0.8065,0.4668
HCAI_106070924,hospital_clinic,,outside_all_perimeters,06013318000,0.4186,0.1579,0.7081,0.101,0.7477
HCAI_106070934,hospital_clinic,,outside_all_perimeters,06013355109,0.6287,0.6394,0.7768,0.5724,0.4086
HCAI_106070988,hospital_clinic,,outside_all_perimeters,06013338302,0.0567,0.075,0.1089,0.2472,0.1373
HCAI_106070990,hospital_clinic,,outside_all_perimeters,06013339001,0.4681,0.6291,0.0649,0.2798,0.7006
HCAI_106071018,hospital_clinic,,outside_all_perimeters,06013329000,0.517,0.3625,0.7234,0.47,0.5763
HCAI_106074011,hospital_clinic,,outside_all_perimeters,06013345118,0.19,0.1719,0.512,0.4013,0.1235
HCAI_106074017,hospital_clinic,,outside_all_perimeters,06013345118,0.19,0.1719,0.512,0.4013,0.1235
HCAI_106074039,hospital_clinic,,outside_all_perimeters,06013329000,0.517,0.3625,0.7234,0.47,0.5763
HCAI_106074093,hospital_clinic,,outside_all_perimeters,06013376000,0.8768,0.9207,0.6952,0.9811,0.697
HCAI_106074097,hospital_clinic,,outside_all_perimeters,06013303207,0.6883,0.6878,0.8033,0.6464,0.4627
HCAI_106084001,hospital_clinic,,outside_all_perimeters,06015000104,0.9147,0.8553,0.9306,0.2246,0.9492
HCAI_106090793,hospital_clinic,,outside_all_perimeters,06017030402,0.707,0.7039,0.4815,0.0938,0.917
HCAI_106090933,hospital_clinic,,outside_all_perimeters,06017031200,0.5037,0.5316,0.4079,0.0394,0.6882
HCAI_106094002,hospital_clinic,,outside_all_perimeters,06017031100,0.4624,0.3667,0.4992,0.0779,0.7316
HCAI_106100005,hospital_clinic,,outside_all_perimeters,06019005907,0.1531,0.148,0.3639,0.2373,0.1687
HCAI_106100697,hospital_clinic,,outside_all_perimeters,06019008100,0.8314,0.6458,0.8832,0.6033,0.905
HCAI_106100717,hospital_clinic,,outside_all_perimeters,06019000502,0.9997,0.9707,0.9949,0.7737,0.996
HCAI_106100793,hospital_clinic,,outside_all_perimeters,06019007004,0.8677,0.5817,0.9916,0.6415,0.8865
HCAI_106100797,hospital_clinic,,outside_all_perimeters,06019006603,0.6981,0.9007,0.5817,0.5918,0.3459
HCAI_106100899,hospital_clinic,,outside_all_perimeters,06019005406,0.3761,0.4303,0.8435,0.3261,0.1022
HCAI_106104008,hospital_clinic,,outside_all_perimeters,06019005527,0.6581,0.5558,0.7463,0.2809,0.777
HCAI_106104023,hospital_clinic,,outside_all_perimeters,06019005527,0.6581,0.5558,0.7463,0.2809,0.777
HCAI_106104047,hospital_clinic,,outside_all_perimeters,06019004504,0.7662,0.5501,0.8122,0.4552,0.9345
HCAI_106104062,hospital_clinic,,outside_all_perimeters,06019004406,0.6653,0.5967,0.5948,0.4324,0.7843
HCAI_106104089,hospital_clinic,,outside_all_perimeters,06019002702,0.9972,0.9944,0.9804,0.9336,0.9405
HCAI_106105029,hospital_clinic,,outside_all_perimeters,06019004411,0.0126,0.0119,0.1328,0.1855,0.0598
HCAI_106105051,hospital_clinic,,outside_all_perimeters,06019007903,0.8676,0.8963,0.5565,0.6563,0.8925
HCAI_106105125,hospital_clinic,,outside_all_perimeters,06019002702,0.9972,0.9944,0.9804,0.9336,0.9405
HCAI_106110889,hospital_clinic,,outside_all_perimeters,06021010402,0.8133,0.834,0.5767,0.308,0.9118
HCAI_106120981,hospital_clinic,,outside_all_perimeters,06023000600,0.4917,0.5848,0.633,0.1186,0.3651
HCAI_106121002,hospital_clinic,,outside_all_perimeters,06023001102,0.5769,0.793,0.1748,0.2554,0.6081
HCAI_106121031,hospital_clinic,,outside_all_perimeters,06023011600,0.7431,0.6562,0.7457,0.0382,0.9264
HCAI_106121051,hospital_clinic,,outside_all_perimeters,06023010901,0.6466,0.4708,0.7823,0.1548,0.8626
HCAI_106121080,hospital_clinic,,outside_all_perimeters,06023000600,0.4917,0.5848,0.633,0.1186,0.3651
HCAI_106124004,hospital_clinic,,outside_all_perimeters,06023000600,0.4917,0.5848,0.633,0.1186,0.3651
HCAI_106130699,hospital_clinic,,outside_all_perimeters,06025011700,0.7227,0.8535,0.8073,0.8597,0.2374
HCAI_106130760,hospital_clinic,,outside_all_perimeters,06025010600,0.7635,0.4801,0.9711,0.6507,0.8035
HCAI_106141273,hospital_clinic,,outside_all_perimeters,06027000400,0.5729,0.4448,0.5276,0.3215,0.8215
HCAI_106141338,hospital_clinic,,outside_all_perimeters,06027000800,0.4531,0.3055,0.4665,0.2601,0.7402
HCAI_106150706,hospital_clinic,,outside_all_perimeters,06029005003,0.9577,0.8882,0.7532,0.8691,0.9817
HCAI_106150722,hospital_clinic,,outside_all_perimeters,06029000601,0.9852,0.9052,0.9903,0.4866,0.985
HCAI_106150736,hospital_clinic,,outside_all_perimeters,06029001201,0.9829,0.9717,0.9021,0.8993,0.9441
HCAI_106150737,hospital_clinic,,outside_all_perimeters,06029005203,0.6273,0.6279,0.6253,0.0043,0.7756
HCAI_106150761,hospital_clinic,,outside_all_perimeters,06029001700,0.4977,0.595,0.6182,0.1521,0.3628
HCAI_106150775,hospital_clinic,,outside_all_perimeters,06029000202,0.6551,0.9677,0.583,0.1307,0.2395
HCAI_106150782,hospital_clinic,,outside_all_perimeters,06029005406,0.4632,0.1454,0.897,0.052,0.7442
HCAI_106150788,hospital_clinic,,outside_all_perimeters,06029001600,0.9461,0.9079,0.9615,0.6003,0.8713
HCAI_106150808,hospital_clinic,,outside_all_perimeters,06029006101,0.7155,0.8072,0.8701,0.1985,0.4825
HCAI_106154022,hospital_clinic,,outside_all_perimeters,06029001804,0.4527,0.3993,0.6612,0.3814,0.4027
HCAI_106154044,hospital_clinic,,outside_all_perimeters,06029003124,0.6215,0.6174,0.5926,0.5298,0.5788
HCAI_106154101,hospital_clinic,,outside_all_perimeters,06029000507,0.3236,0.1635,0.3948,0.3237,0.5883
HCAI_106154108,hospital_clinic,,outside_all_perimeters,06029002806,0.2711,0.4118,0.0361,0.4866,0.4712
HCAI_106154160,hospital_clinic,,outside_all_perimeters,06029001101,0.9416,0.8355,0.9165,0.8535,0.916
HCAI_106164029,hospital_clinic,,outside_all_perimeters,06031001002,0.9906,0.9476,0.9763,0.7442,0.9775
HCAI_106171049,hospital_clinic,,outside_all_perimeters,06033000702,0.9032,0.9626,0.9397,0.4159,0.6755
HCAI_106171395,hospital_clinic,,outside_all_perimeters,06033000300,0.5747,0.6083,0.5754,0.1129,0.6329
HCAI_106184008,hospital_clinic,,outside_all_perimeters,06035040303,0.8011,0.7496,0.4757,0.2054,0.9842
HCAI_106190017,hospital_clinic,,outside_all_perimeters,06037480901,0.7357,0.6239,0.4285,0.9064,0.8694
HCAI_106190020,hospital_clinic,,outside_all_perimeters,06037432202,0.7131,0.7236,0.8756,0.8903,0.3199
HCAI_106190034,hospital_clinic,,outside_all_perimeters,06037900703,0.8377,0.7472,0.9304,0.6133,0.759
HCAI_106190045,hospital_clinic,,outside_all_perimeters,06037599000,0.6311,0.502,0.5149,0.4427,0.8572
HCAI_106190049,hospital_clinic,,outside_all_perimeters,06037406903,0.782,0.7317,0.8384,0.947,0.5513
HCAI_106190052,hospital_clinic,,outside_all_perimeters,06037980010,0.8257,0.8997,0.2864,0.835,0.87
HCAI_106190053,hospital_clinic,,outside_all_perimeters,06037576301,0.8941,0.875,0.7791,0.7357,0.856
HCAI_106190066,hospital_clinic,,outside_all_perimeters,06037554404,0.9227,0.7669,0.7803,0.8383,0.9766
HCAI_106190081,hospital_clinic,,outside_all_perimeters,06037530101,0.9821,0.9814,0.9671,0.8065,0.8838
HCAI_106190110,hospital_clinic,,outside_all_perimeters,06037702400,0.2665,0.3447,0.058,0.3847,0.5032
HCAI_106190125,hospital_clinic,,outside_all_perimeters,06037224010,0.8615,0.8048,0.5116,0.7788,0.9545
HCAI_106190137,hospital_clinic,,outside_all_perimeters,06037401707,0.9149,0.6993,0.8725,0.6819,0.9852
HCAI_106190148,hospital_clinic,,outside_all_perimeters,06037601100,0.976,0.9623,0.8774,0.9454,0.9303
HCAI_106190150,hospital_clinic,,outside_all_perimeters,06037228320,0.8127,0.9396,0.6964,0.9907,0.4076
HCAI_106190155,hospital_clinic,,outside_all_perimeters,06037267901,0.3159,0.2132,0.6216,0.1362,0.4008
HCAI_106190159,hospital_clinic,,outside_all_perimeters,06037555106,0.7524,0.6769,0.8637,0.8454,0.5556
HCAI_106190163,hospital_clinic,,outside_all_perimeters,06037403801,0.4676,0.3814,0.3308,0.6978,0.589
HCAI_106190170,hospital_clinic,,outside_all_perimeters,06037191302,0.6455,0.8373,0.026,0.4931,0.927
HCAI_106190176,hospital_clinic,,outside_all_perimeters,06037430102,0.8219,0.7658,0.8002,0.8309,0.7298
HCAI_106190184,hospital_clinic,,outside_all_perimeters,06037554521,0.4403,0.2285,0.7813,0.6526,0.4117
HCAI_106190196,hospital_clinic,,outside_all_perimeters,06037603101,0.7398,0.6767,0.3923,0.7619,0.8823
HCAI_106190197,hospital_clinic,,outside_all_perimeters,06037532500,0.9189,0.9522,0.9346,0.9621,0.566
HCAI_106190198,hospital_clinic,,outside_all_perimeters,06037531302,0.9106,0.9006,0.9255,0.9752,0.6497
HCAI_106190200,hospital_clinic,,outside_all_perimeters,06037481101,0.7345,0.5188,0.785,0.7261,0.85
HCAI_106190232,hospital_clinic,,outside_all_perimeters,06037651101,0.5034,0.1743,0.5648,0.491,0.8812
HCAI_106190240,hospital_clinic,,outside_all_perimeters,06037570701,0.4677,0.2883,0.4954,0.7016,0.605
HCAI_106190243,hospital_clinic,,outside_all_perimeters,06037551300,0.8824,0.8692,0.691,0.8414,0.8471
HCAI_106190256,hospital_clinic,,outside_all_perimeters,06037531301,0.9702,0.9329,0.9819,0.9621,0.805
HCAI_106190280,hospital_clinic,,outside_all_perimeters,06037139701,0.3512,0.4027,0.3901,0.0142,0.4471
HCAI_106190298,hospital_clinic,,outside_all_perimeters,06037401102,0.6825,0.5007,0.4796,0.4476,0.9589
HCAI_106190305,hospital_clinic,,outside_all_perimeters,06037703002,0.1319,0.1194,0.0838,0.7399,0.2038
HCAI_106190315,hospital_clinic,,outside_all_perimeters,06037481713,0.5836,0.7157,0.2374,0.8578,0.4434
HCAI_106190317,hospital_clinic,,outside_all_perimeters,06037197420,0.6845,0.8196,0.2436,0.5014,0.7318
HCAI_106190323,hospital_clinic,,outside_all_perimeters,06037301000,0.5475,0.4315,0.7166,0.1999,0.6991
HCAI_106190328,hospital_clinic,,outside_all_perimeters,06037401102,0.6825,0.5007,0.4796,0.4476,0.9589
HCAI_106190352,hospital_clinic,,outside_all_perimeters,06037434100,0.9259,0.8441,0.819,0.9302,0.9016
HCAI_106190380,hospital_clinic,,outside_all_perimeters,06037190801,0.9069,0.8905,0.689,0.5274,0.9596
HCAI_106190382,hospital_clinic,,outside_all_perimeters,06037191302,0.6455,0.8373,0.026,0.4931,0.927
HCAI_106190385,hospital_clinic,,outside_all_perimeters,06037109100,0.8852,0.7176,0.7442,0.5393,0.9876
HCAI_106190392,hospital_clinic,,outside_all_perimeters,06037209106,0.8351,0.8122,0.5502,0.7213,0.895
HCAI_106190400,hospital_clinic,,outside_all_perimeters,06037463900,0.3778,0.3696,0.2354,0.2408,0.6069
HCAI_106190410,hospital_clinic,,outside_all_perimeters,06037482303,0.733,0.745,0.7185,0.9587,0.4697
HCAI_106190413,hospital_clinic,,outside_all_perimeters,06037406101,0.4106,0.4107,0.4683,0.6499,0.2936
HCAI_106190422,hospital_clinic,,outside_all_perimeters,06037651101,0.5034,0.1743,0.5648,0.491,0.8812
HCAI_106190429,hospital_clinic,,outside_all_perimeters,06037191201,0.8623,0.9225,0.4631,0.291,0.9633
HCAI_106190431,hospital_clinic,,outside_all_perimeters,06037294421,0.9019,0.8134,0.8471,0.8578,0.868
HCAI_106190432,hospital_clinic,,outside_all_perimeters,06037120400,0.9186,0.8421,0.9331,0.6302,0.8763
HCAI_106190434,hospital_clinic,,outside_all_perimeters,06037270300,0.4584,0.4715,0.3119,0.71,0.4338
HCAI_106190449,hospital_clinic,,outside_all_perimeters,06037504001,0.361,0.3001,0.1159,0.4715,0.7022
HCAI_106190458,hospital_clinic,,outside_all_perimeters,06037405600,0.4803,0.4207,0.443,0.8096,0.44
HCAI_106190462,hospital_clinic,,outside_all_perimeters,06037463200,0.4512,0.3991,0.4321,0.4757,0.5262
HCAI_106190468,hospital_clinic,,outside_all_perimeters,06037204600,0.9556,0.9883,0.8571,0.9116,0.7791
HCAI_106190470,hospital_clinic,,outside_all_perimeters,06037650606,0.8116,0.4979,0.5487,0.5853,0.9992
HCAI_106190475,hospital_clinic,,outside_all_perimeters,06037575002,0.464,0.5222,0.1061,0.4667,0.6896
HCAI_106190477,hospital_clinic,,outside_all_perimeters,06037575401,0.9954,0.9949,0.9273,0.879,0.9715
HCAI_106190500,hospital_clinic,,outside_all_perimeters,06037275312,0.0253,0.1681,0.0102,0.0861,0.2019
HCAI_106190517,hospital_clinic,,outside_all_perimeters,06037139401,0.5002,0.403,0.5132,0.1832,0.7375
HCAI_106190521,hospital_clinic,,outside_all_perimeters,06037603004,0.6412,0.5378,0.2417,0.8578,0.864
HCAI_106190522,hospital_clinic,,outside_all_perimeters,06037302401,0.7723,0.9434,0.2507,0.4126,0.815
HCAI_106190523,hospital_clinic,,outside_all_perimeters,06037602403,0.7512,0.8035,0.3608,0.8293,0.7532
HCAI_106190524,hospital_clinic,,outside_all_perimeters,06037120020,0.9483,0.9947,0.9177,0.9372,0.6146
HCAI_106190525,hospital_clinic,,outside_all_perimeters,06037572202,0.6817,0.6509,0.6052,0.6831,0.6437
HCAI_106190529,hospital_clinic,,outside_all_perimeters,06037430721,0.8093,0.7322,0.8278,0.6077,0.794
HCAI_106190534,hospital_clinic,,outside_all_perimeters,06037216302,0.235,0.444,0.0504,0.3136,0.3106
HCAI_106190541,hospital_clinic,,outside_all_perimeters,06037431004,0.3381,0.5204,0.1357,0.668,0.2083
HCAI_106190547,hospital_clinic,,outside_all_perimeters,06037482102,0.4627,0.3311,0.5567,0.8129,0.4294
HCAI_106190552,hospital_clinic,,outside_all_perimeters,06037137402,0.3021,0.2431,0.2373,0.1999,0.5823
HCAI_106190555,hospital_clinic,,outside_all_perimeters,06037214902,0.3233,0.2954,0.2937,0.0536,0.5726
HCAI_106190568,hospital_clinic,,outside_all_perimeters,06037131400,0.7044,0.553,0.7306,0.5946,0.8091
HCAI_106190570,hospital_clinic,,outside_all_perimeters,06037552301,0.5708,0.5403,0.416,0.8976,0.5224
HCAI_106190587,hospital_clinic,,outside_all_perimeters,06037572202,0.6817,0.6509,0.6052,0.6831,0.6437
HCAI_106190599,hospital_clinic,,outside_all_perimeters,06037553802,0.9139,0.9131,0.8877,0.835,0.7479
HCAI_106190630,hospital_clinic,,outside_all_perimeters,06037402102,0.5605,0.4866,0.7249,0.8293,0.3804
HCAI_106190631,hospital_clinic,,outside_all_perimeters,06037502100,0.7086,0.4769,0.6258,0.7346,0.9145
HCAI_106190636,hospital_clinic,,outside_all_perimeters,06037406702,0.7046,0.6243,0.481,0.7001,0.8302
HCAI_106190646,hospital_clinic,,outside_all_perimeters,06037197700,0.7463,0.7847,0.5236,0.6464,0.7276
HCAI_106190661,hospital_clinic,,outside_all_perimeters,06037208402,0.8439,0.8206,0.5105,0.827,0.8981
HCAI_106190673,hospital_clinic,,outside_all_perimeters,06037401312,0.6168,0.4397,0.6364,0.431,0.8346
HCAI_106190680,hospital_clinic,,outside_all_perimeters,06037609900,0.6407,0.6949,0.4609,0.6175,0.5754
HCAI_106190681,hospital_clinic,,outside_all_perimeters,06037216902,0.678,0.8564,0.2693,0.4917,0.6298
HCAI_106190687,hospital_clinic,,outside_all_perimeters,06037701502,0.3893,0.4572,0.1145,0.207,0.6677
HCAI_106190696,hospital_clinic,,outside_all_perimeters,06037121210,0.9856,0.8351,0.975,0.8161,0.9919
HCAI_106190708,hospital_clinic,,outside_all_perimeters,06037128910,0.233,0.4435,0.1543,0.2738,0.1615
HCAI_106190712,hospital_clinic,,outside_all_perimeters,06037211124,0.8888,0.8041,0.3199,0.92,0.9907
HCAI_106190754,hospital_clinic,,outside_all_perimeters,06037540203,0.9732,0.9028,0.8394,0.9514,0.9805
HCAI_106190756,hospital_clinic,,outside_all_perimeters,06037701602,0.5446,0.6486,0.2663,0.3385,0.6196
HCAI_106190758,hospital_clinic,,outside_all_perimeters,06037311601,0.3261,0.2579,0.3563,0.5057,0.4056
HCAI_106190762,hospital_clinic,,outside_all_perimeters,06037208502,0.9747,0.9143,0.9538,0.8993,0.9335
HCAI_106190766,hospital_clinic,,outside_all_perimeters,06037552001,0.499,0.4271,0.333,0.822,0.5651
HCAI_106190782,hospital_clinic,,outside_all_perimeters,06037139302,0.7872,0.7758,0.4661,0.5196,0.9105
HCAI_106190796,hospital_clinic,,outside_all_perimeters,06037265301,,,,0.5681,
HCAI_106190812,hospital_clinic,,outside_all_perimeters,06037127804,0.7774,0.7459,0.6725,0.6537,0.7747
HCAI_106190814,hospital_clinic,,outside_all_perimeters,06037128601,0.7562,0.8412,0.5033,0.5579,0.7167
HCAI_106190818,hospital_clinic,,outside_all_perimeters,06037300800,0.5707,0.546,0.8454,0.2621,0.4391
HCAI_106190854,hospital_clinic,,outside_all_perimeters,06037221401,0.965,0.841,0.9601,0.835,0.9551
HCAI_106190857,hospital_clinic,,outside_all_perimeters,06037406801,0.569,0.4166,0.747,0.8161,0.4965
HCAI_106190859,hospital_clinic,,outside_all_perimeters,06037134422,0.2671,0.3042,0.3934,0.2798,0.2344
HCAI_106190878,hospital_clinic,,outside_all_perimeters,06037203500,0.9707,0.9802,0.9239,0.8204,0.8488
HCAI_106190883,hospital_clinic,,outside_all_perimeters,06037500202,0.2527,0.2662,0.2378,0.5355,0.2567
HCAI_106190930,hospital_clinic,,outside_all_perimeters,06037265301,,,,0.5681,
HCAI_106190949,hospital_clinic,,outside_all_perimeters,06037920330,0.4082,0.2135,0.4038,0.1174,0.8299
HCAI_106190958,hospital_clinic,,outside_all_perimeters,06037555300,0.6331,0.6425,0.6937,0.6144,0.4632
HCAI_106191216,hospital_clinic,,outside_all_perimeters,06037203300,0.9965,0.9876,0.9925,0.8864,0.9204
HCAI_106191225,hospital_clinic,,outside_all_perimeters,06037575401,0.9954,0.9949,0.9273,0.879,0.9715
HCAI_106191227,hospital_clinic,,outside_all_perimeters,06037543503,0.6614,0.3496,0.4763,0.7844,0.9657
HCAI_106191228,hospital_clinic,,outside_all_perimeters,06037203300,0.9965,0.9876,0.9925,0.8864,0.9204
HCAI_106191230,hospital_clinic,,outside_all_perimeters,06037540700,0.9583,0.9447,0.9179,0.973,0.8162
HCAI_106191231,hospital_clinic,,outside_all_perimeters,06037106010,0.4637,0.3174,0.6493,0.5918,0.4785
HCAI_106191306,hospital_clinic,,outside_all_perimeters,06037536104,0.8097,0.8569,0.5849,0.8758,0.6879
HCAI_106191450,hospital_clinic,,outside_all_perimeters,06037137104,0.1747,0.4256,0.3622,0.1573,0.0371
HCAI_106194010,hospital_clinic,,outside_all_perimeters,06037409000,0.8497,0.747,0.7313,0.7283,0.9066
HCAI_106194044,hospital_clinic,,outside_all_perimeters,06037554406,0.695,0.4537,0.8164,0.6312,0.8343
HCAI_106194219,hospital_clinic,,outside_all_perimeters,06037203300,0.9965,0.9876,0.9925,0.8864,0.9204
HCAI_106194967,hospital_clinic,,outside_all_perimeters,06037651221,0.5051,0.2591,0.648,0.587,0.7042
HCAI_106194981,hospital_clinic,,outside_all_perimeters,06037570100,0.6186,0.5969,0.4766,0.7171,0.6146
HCAI_106196035,hospital_clinic,,outside_all_perimeters,06037404703,0.7622,0.8378,0.7664,0.9692,0.3673
HCAI_106196168,hospital_clinic,,outside_all_perimeters,06037572202,0.6817,0.6509,0.6052,0.6831,0.6437
HCAI_106196403,hospital_clinic,,outside_all_perimeters,06037551101,0.9039,0.7152,0.6447,0.7641,0.9946
HCAI_106196404,hospital_clinic,,outside_all_perimeters,06037132501,0.8008,0.8712,0.5762,0.5645,0.7618
HCAI_106196405,hospital_clinic,,outside_all_perimeters,06037910401,0.3796,0.5322,0.2558,0.5779,0.2235
HCAI_106197931,hospital_clinic,,outside_all_perimeters,06037270102,0.3211,0.5949,0.02,0.4075,0.4676
HCAI_106198495,hospital_clinic,,outside_all_perimeters,06037574202,0.3823,0.2366,0.5914,0.423,0.4741
HCAI_106201281,hospital_clinic,,outside_all_perimeters,06039000510,0.8494,0.8165,0.9194,0.822,0.6187
HCAI_106204019,hospital_clinic,,outside_all_perimeters,06039001100,0.6681,0.5517,0.8383,0.3772,0.7014
HCAI_106210992,hospital_clinic,,outside_all_perimeters,06041108202,0.5308,0.3713,0.5641,0.1751,0.8328
HCAI_106210993,hospital_clinic,,outside_all_perimeters,06041119100,0.1962,0.1439,0.3462,0.0249,0.3831
HCAI_106211006,hospital_clinic,,outside_all_perimeters,06041119201,0.4914,0.2815,0.6453,0.1739,0.7924
HCAI_106214034,hospital_clinic,,outside_all_perimeters,06041101200,0.0612,0.0313,0.4164,0.1777,0.0807
HCAI_106220733,hospital_clinic,,outside_all_perimeters,06043000101,0.697,0.5465,0.8716,0.0456,0.8663
HCAI_106231013,hospital_clinic,,outside_all_perimeters,06045010500,0.9596,0.8227,0.9856,0.3303,0.9826
HCAI_106231396,hospital_clinic,,outside_all_perimeters,06045011502,0.946,0.8235,0.9519,0.4013,0.9802
HCAI_106234038,hospital_clinic,,outside_all_perimeters,06045010700,0.8213,0.7021,0.8762,0.1307,0.945
HCAI_106240924,hospital_clinic,,outside_all_perimeters,06047002201,0.9555,0.9164,0.9362,0.6788,0.9102
HCAI_106240942,hospital_clinic,,outside_all_perimeters,06047001801,0.3294,0.4321,0.1103,0.5797,0.3601
HCAI_106244027,hospital_clinic,,outside_all_perimeters,06047001601,0.9816,0.9915,0.9384,0.9142,0.855
HCAI_106250955,hospital_clinic,,outside_all_perimeters,06049000400,0.4967,0.5627,0.5053,0.0249,0.55
HCAI_106250956,hospital_clinic,,outside_all_perimeters,06049000100,0.7106,0.5632,0.8689,0.1147,0.862
HCAI_106260011,hospital_clinic,,outside_all_perimeters,06051000201,0.3379,0.4393,0.0234,0.1865,0.8213
HCAI_106270744,hospital_clinic,,outside_all_perimeters,06053012800,0.2447,0.0952,0.3039,0.0481,0.6521
HCAI_106270777,hospital_clinic,,outside_all_perimeters,06053011306,0.8367,0.9289,0.5874,0.9218,0.6385
HCAI_106270875,hospital_clinic,,outside_all_perimeters,06053014500,0.6848,0.4805,0.9373,0.3711,0.7354
HCAI_106274043,hospital_clinic,,outside_all_perimeters,06053010608,0.7689,0.728,0.5909,0.8831,0.7437
HCAI_106281047,hospital_clinic,,outside_all_perimeters,06055200602,0.6699,0.4982,0.7087,0.2855,0.8891
HCAI_106281078,hospital_clinic,no_damage,in_perimeter_survived,06055201700,0.3199,0.3458,0.0785,0.2677,0.6604
HCAI_106281266,hospital_clinic,,outside_all_perimeters,06055200900,0.7576,0.8856,0.6641,0.3399,0.6165
HCAI_106291023,hospital_clinic,,outside_all_perimeters,06057000504,0.6993,0.5621,0.8213,0.0181,0.8967
HCAI_106291053,hospital_clinic,,outside_all_perimeters,06057001209,0.2045,0.389,0.3369,0.0808,0.1129
HCAI_106300032,hospital_clinic,,outside_all_perimeters,06059076001,0.6841,0.4875,0.4404,0.5496,0.9618
HCAI_106300225,hospital_clinic,,outside_all_perimeters,06059099232,0.2485,0.2233,0.3451,0.3698,0.2849
HCAI_106301097,hospital_clinic,,outside_all_perimeters,06059087801,0.7871,0.6326,0.729,0.6647,0.8938
HCAI_106301098,hospital_clinic,,outside_all_perimeters,06059086601,0.9535,0.9251,0.5381,0.8053,0.9912
HCAI_106301127,hospital_clinic,,outside_all_perimeters,06059001506,0.4402,0.2746,0.6059,0.4261,0.5713
