facility_id,category,fire_status,outcome,FIPS,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
CCC-010062,childcare_center,,outside_all_perimeters,06085502101,0.4685,0.23,0.4028,0.3804,0.8616
CCC-006548,childcare_center,,outside_all_perimeters,06081608400,0.3183,0.2541,0.1231,0.5681,0.5799
CCC-014378,childcare_center,,outside_all_perimeters,06067009308,0.4808,0.421,0.8667,0.2373,0.3407
CCC-006468,childcare_center,,outside_all_perimeters,06053014700,0.5251,0.6336,0.5019,0.5632,0.3124
CCC-006785,childcare_center,,outside_all_perimeters,06113010104,0.7399,0.6655,0.9322,0.6087,0.5381
CCC-000267,childcare_center,,outside_all_perimeters,06037540501,0.8388,0.8521,0.2367,0.8309,0.9639
CCC-006172,childcare_center,,outside_all_perimeters,06115040500,0.8895,0.7553,0.8423,0.4595,0.97
CCC-013309,childcare_center,,outside_all_perimeters,06037534406,0.8777,0.9851,0.613,0.9947,0.5703
CCC-013251,childcare_center,,outside_all_perimeters,06085510803,0.2743,0.1168,0.5234,0.4058,0.3973
CCC-014516,childcare_center,,outside_all_perimeters,06083002934,0.4417,0.4424,0.0261,0.3984,0.9459
CCC-014056,childcare_center,,outside_all_perimeters,06073017041,0.1825,0.2334,0.551,0.3094,0.0729
CCC-000946,childcare_center,,outside_all_perimeters,06073017041,0.1825,0.2334,0.551,0.3094,0.0729
CCC-018712,childcare_center,,outside_all_perimeters,06001436800,0.6644,0.4679,0.7283,0.795,0.742
CCC-013090,childcare_center,,outside_all_perimeters,06077002702,0.8009,0.9366,0.9917,0.8578,0.1014
CCC-018696,childcare_center,,outside_all_perimeters,06065046700,0.9754,0.8683,0.9728,0.7385,0.9739
CCC-013683,childcare_center,,outside_all_perimeters,06059001403,0.0538,0.1117,0.0973,0.3984,0.0782
CCC-014533,childcare_center,,outside_all_perimeters,06099001300,0.5357,0.6948,0.5124,0.2262,0.3776
CCC-007039,childcare_center,,outside_all_perimeters,06037920013,0.4253,0.3044,0.5981,0.4798,0.4649
CCC-007685,childcare_center,,outside_all_perimeters,06085506103,0.3216,0.0383,0.5598,0.6445,0.5789
CCC-001007,childcare_center,,outside_all_perimeters,06037124000,0.4544,0.5302,0.665,0.0871,0.3251
CCC-008666,childcare_center,,outside_all_perimeters,06037482304,0.9811,0.8559,0.9063,0.8882,0.9934
CCC-000934,childcare_center,,outside_all_perimeters,06037542402,0.7854,0.8012,0.6321,0.9859,0.6091
CCC-017610,childcare_center,,outside_all_perimeters,06073003601,0.8674,0.8926,0.5996,0.9438,0.7932
CCC-003559,childcare_center,,outside_all_perimeters,06073003502,0.9571,0.9748,0.862,0.9752,0.7977
CCC-002946,childcare_center,,outside_all_perimeters,06037402601,0.9045,0.836,0.8864,0.7756,0.8428
CCC-000653,childcare_center,,outside_all_perimeters,06001425103,0.1794,0.2877,0.0094,0.5368,0.5592
CCC-010223,childcare_center,,outside_all_perimeters,06107001701,0.6861,0.7344,0.674,0.5531,0.5255
CCC-011771,childcare_center,,outside_all_perimeters,06073020705,0.2927,0.364,0.1505,0.3465,0.3976
CCC-008085,childcare_center,,outside_all_perimeters,06037553902,0.757,0.7211,0.5651,0.9177,0.7189
CCC-015531,childcare_center,,outside_all_perimeters,06037481500,0.5957,0.4285,0.8951,0.9044,0.3766
CCC-011439,childcare_center,,outside_all_perimeters,06085501102,0.328,0.3195,0.3631,0.6215,0.271
CCC-018353,childcare_center,,outside_all_perimeters,06013323000,0.1567,0.109,0.4441,0.1888,0.2004
CCC-014312,childcare_center,,outside_all_perimeters,06085501102,0.328,0.3195,0.3631,0.6215,0.271
CCC-002257,childcare_center,,outside_all_perimeters,06085502400,0.1716,0.0997,0.1571,0.1595,0.4942
CCC-015398,childcare_center,,outside_all_perimeters,06001442302,0.452,0.2261,0.3481,0.7385,0.7466
CCC-013348,childcare_center,,outside_all_perimeters,06085503331,0.2335,0.1433,0.4337,0.5355,0.2407
CCC-001661,childcare_center,,outside_all_perimeters,06081608400,0.3183,0.2541,0.1231,0.5681,0.5799
CCC-015019,childcare_center,,outside_all_perimeters,06037217002,0.4405,0.416,0.2517,0.0861,0.7684
CCC-010189,childcare_center,,outside_all_perimeters,06037463601,0.3914,0.1944,0.3273,0.4033,0.7709
CCC-008064,childcare_center,,outside_all_perimeters,06059021831,0.2965,0.0979,0.4804,0.5014,0.4951
CCC-009640,childcare_center,,outside_all_perimeters,06037463300,0.1306,0.2418,0.084,0.4013,0.1645
CCC-017011,childcare_center,,outside_all_perimeters,06007000300,0.8232,0.72,0.6319,0.1538,0.9885
CCC-012780,childcare_center,,outside_all_perimeters,06007000403,0.536,0.5598,0.6235,0.0785,0.5724
CCC-013167,childcare_center,,outside_all_perimeters,06067005506,0.8769,0.923,0.8835,0.7071,0.6216
CCC-002908,childcare_center,,outside_all_perimeters,06073017403,0.0365,0.1303,0.2732,0.052,0.0215
CCC-006471,childcare_center,,outside_all_perimeters,06073017106,0.0986,0.1051,0.1999,0.099,0.1991
CCC-008937,childcare_center,,outside_all_perimeters,06073017502,0.2377,0.1529,0.1514,0.2213,0.5914
CCC-003832,childcare_center,,outside_all_perimeters,06073017502,0.2377,0.1529,0.1514,0.2213,0.5914
CCC-016604,childcare_center,,outside_all_perimeters,06037139600,0.2509,0.3213,0.2004,0.0667,0.384
CCC-011066,childcare_center,,outside_all_perimeters,06037139600,0.2509,0.3213,0.2004,0.0667,0.384
CCC-015770,childcare_center,,outside_all_perimeters,06087110601,0.9365,0.7398,0.9848,0.7895,0.9073
CCC-004720,childcare_center,,outside_all_perimeters,06087122005,0.2017,0.1053,0.5101,0.1668,0.2958
CCC-018109,childcare_center,,outside_all_perimeters,06087122001,0.2842,0.1573,0.4473,0.0435,0.5624
CCC-007937,childcare_center,,outside_all_perimeters,06087101200,0.4331,0.2446,0.2202,0.1838,0.9237
CCC-006920,childcare_center,,outside_all_perimeters,06087110401,0.947,0.9077,0.7624,0.9514,0.9342
CCC-003837,childcare_center,,outside_all_perimeters,06087100801,0.3426,0.367,0.0676,0.2054,0.7511
CCC-013466,childcare_center,,outside_all_perimeters,06087110202,0.8236,0.8142,0.8846,0.6297,0.6535
CCC-002783,childcare_center,,outside_all_perimeters,06087110602,0.6247,0.6165,0.7222,0.7681,0.3931
CCC-004421,childcare_center,,outside_all_perimeters,06087120302,0.4697,0.4228,0.7181,0.0099,0.5314
CCC-012175,childcare_center,,outside_all_perimeters,06037213100,0.736,0.6923,0.2503,0.8731,0.8987
CCC-013932,childcare_center,,outside_all_perimeters,06111001506,0.2842,0.1793,0.4544,0.2832,0.4221
CCC-003402,childcare_center,,outside_all_perimeters,06001450609,0.1848,0.1275,0.2081,0.3557,0.3523
CCC-011706,childcare_center,,outside_all_perimeters,06085502101,0.4685,0.23,0.4028,0.3804,0.8616
CCC-009407,childcare_center,,outside_all_perimeters,06001450501,0.035,0.0207,0.146,0.2974,0.1123
CCC-014551,childcare_center,,outside_all_perimeters,06085506802,0.2563,0.0861,0.2047,0.3855,0.6545
CCC-018137,childcare_center,,outside_all_perimeters,06085507905,0.2694,0.1899,0.1811,0.6704,0.4182
CCC-006757,childcare_center,,outside_all_perimeters,06085512026,0.0888,0.2071,0.0723,0.6415,0.0697
CCC-003938,childcare_center,,outside_all_perimeters,06013345115,0.1342,0.1096,0.2788,0.3136,0.1886
CCC-015980,childcare_center,,outside_all_perimeters,06037800325,0.1623,0.1653,0.277,0.0394,0.2841
CCC-014771,childcare_center,,outside_all_perimeters,06025010500,0.7412,0.7501,0.9767,0.6391,0.2995
CCC-002088,childcare_center,,outside_all_perimeters,06059063400,0.1207,0.0215,0.2066,0.0041,0.5114
CCC-000307,childcare_center,,outside_all_perimeters,06001423901,0.3819,0.4194,0.157,0.3183,0.589
CCC-008817,childcare_center,,outside_all_perimeters,06037433804,0.8659,0.9139,0.5002,0.9836,0.8028
CCC-016782,childcare_center,,outside_all_perimeters,06037433804,0.8659,0.9139,0.5002,0.9836,0.8028
CCC-001805,childcare_center,,outside_all_perimeters,06073011700,0.9642,0.7645,0.957,0.8035,0.986
CCC-014559,childcare_center,,outside_all_perimeters,06073003202,0.6211,0.5173,0.6222,0.7737,0.62
CCC-006855,childcare_center,,outside_all_perimeters,06081606300,0.521,0.2461,0.6748,0.397,0.8186
CCC-008555,childcare_center,,outside_all_perimeters,06085502400,0.1716,0.0997,0.1571,0.1595,0.4942
CCC-012213,childcare_center,,outside_all_perimeters,06037553100,0.7021,0.6821,0.7091,0.7426,0.5638
CCC-016970,childcare_center,,outside_all_perimeters,06073020705,0.2927,0.364,0.1505,0.3465,0.3976
CCC-008387,childcare_center,,outside_all_perimeters,06073020213,0.9023,0.9889,0.6289,0.78,0.7414
CCC-007805,childcare_center,,outside_all_perimeters,06073020500,0.8221,0.6925,0.6962,0.5567,0.9489
CCC-004417,childcare_center,,outside_all_perimeters,06073020207,0.9806,0.896,0.9361,0.8721,0.9793
CCC-006670,childcare_center,,outside_all_perimeters,06073020707,0.7076,0.7242,0.8015,0.5592,0.5124
CCC-002688,childcare_center,,outside_all_perimeters,06073020211,0.9493,0.8321,0.8207,0.5959,0.9924
CCC-016188,childcare_center,,outside_all_perimeters,06073020206,0.8242,0.8033,0.6901,0.752,0.7928
CCC-001656,childcare_center,,outside_all_perimeters,06065046102,0.9518,0.7962,0.9985,0.71,0.8275
CCC-007155,childcare_center,,outside_all_perimeters,06029002701,0.6476,0.9408,0.7339,0.7641,0.0656
CCC-008039,childcare_center,,outside_all_perimeters,06029002701,0.6476,0.9408,0.7339,0.7641,0.0656
CCC-007720,childcare_center,,outside_all_perimeters,06037533602,0.8914,0.9311,0.8527,0.8831,0.6332
CCC-018521,childcare_center,,outside_all_perimeters,06059032066,0.0789,0.0559,0.3049,0.1229,0.1473
CCC-012278,childcare_center,,outside_all_perimeters,06037405500,0.595,0.4697,0.8683,0.7836,0.4018
CCC-004450,childcare_center,,outside_all_perimeters,06113011500,0.5695,0.3881,0.8179,0.3394,0.6827
CCC-012364,childcare_center,,outside_all_perimeters,06037481712,0.8665,0.8962,0.7865,0.9774,0.6306
CCC-015515,childcare_center,,outside_all_perimeters,06037481712,0.8665,0.8962,0.7865,0.9774,0.6306
CCC-015483,childcare_center,,outside_all_perimeters,06037205120,0.9648,0.9905,0.9721,0.9859,0.6252
CCC-008042,childcare_center,,outside_all_perimeters,06037205120,0.9648,0.9905,0.9721,0.9859,0.6252
CCC-017056,childcare_center,,outside_all_perimeters,06085502400,0.1716,0.0997,0.1571,0.1595,0.4942
CCC-012425,childcare_center,,outside_all_perimeters,06085501800,0.3789,0.3189,0.3574,0.4579,0.4932
CCC-017546,childcare_center,,outside_all_perimeters,06065043513,0.7445,0.7552,0.7979,0.5753,0.5816
CCC-018235,childcare_center,,outside_all_perimeters,06037240800,0.9419,0.9726,0.8916,0.9885,0.6754
CCC-015131,childcare_center,,outside_all_perimeters,06067004603,0.8549,0.7711,0.9854,0.6669,0.6083
CCC-003241,childcare_center,,outside_all_perimeters,06067003600,0.5831,0.6149,0.6611,0.512,0.4229
CCC-000191,childcare_center,,outside_all_perimeters,06093000800,0.5666,0.5977,0.4903,0.0536,0.7198
CCC-019357,childcare_center,,outside_all_perimeters,06037204700,0.8862,0.9119,0.8714,0.927,0.6082
CCC-010996,childcare_center,,outside_all_perimeters,06107001501,0.7208,0.6221,0.9148,0.3366,0.6851
CCC-014609,childcare_center,,outside_all_perimeters,06037207101,0.7559,0.8104,0.4893,0.6801,0.7265
CCC-016640,childcare_center,,outside_all_perimeters,06059042311,0.3112,0.2564,0.724,0.179,0.2369
CCC-011854,childcare_center,,outside_all_perimeters,06059062632,0.2415,0.1999,0.3469,0.0187,0.4419
CCC-015051,childcare_center,,outside_all_perimeters,06059052531,0.216,0.1365,0.2576,0.5317,0.3268
CCC-011529,childcare_center,,outside_all_perimeters,06071000103,0.205,0.3529,0.2262,0.6537,0.0732
CCC-007562,childcare_center,,outside_all_perimeters,06065040609,0.0979,0.1363,0.4169,0.5931,0.0196
CCC-006805,childcare_center,,outside_all_perimeters,06037401802,0.3275,0.1757,0.5742,0.3716,0.4298
CCC-011285,childcare_center,,outside_all_perimeters,06099000805,0.586,0.7267,0.6327,0.5057,0.2866
CCC-010921,childcare_center,,outside_all_perimeters,06037204300,0.9958,0.9331,0.958,0.947,0.9909
CCC-009818,childcare_center,,outside_all_perimeters,06037701801,0.7909,0.5801,0.6661,0.5201,0.9789
CCC-004475,childcare_center,,outside_all_perimeters,06037203200,0.8905,0.9519,0.8745,0.9319,0.5359
CCC-011683,childcare_center,,outside_all_perimeters,06037542502,0.8806,0.7919,0.659,0.973,0.9041
CCC-007520,childcare_center,,outside_all_perimeters,06037204300,0.9958,0.9331,0.958,0.947,0.9909
CCC-016753,childcare_center,,outside_all_perimeters,06083002909,0.3233,0.1673,0.3702,0.3911,0.5731
CCC-001027,childcare_center,,outside_all_perimeters,06037462700,0.4558,0.627,0.1682,0.4678,0.4095
CCC-018092,childcare_center,,outside_all_perimeters,06037462700,0.4558,0.627,0.1682,0.4678,0.4095
CCC-014110,childcare_center,,outside_all_perimeters,06085503330,0.0836,0.01,0.1843,0.8666,0.1363
CCC-005511,childcare_center,,outside_all_perimeters,06085503329,0.1015,0.0087,0.2024,0.752,0.2038
CCC-005692,childcare_center,,outside_all_perimeters,06059110607,0.5386,0.4756,0.636,0.6526,0.4671
CCC-000521,childcare_center,,outside_all_perimeters,06103000202,0.5577,0.7476,0.3449,0.0273,0.5697
CCC-004323,childcare_center,,outside_all_perimeters,06013389100,0.3548,0.3761,0.2026,0.5039,0.4436
CCC-013970,childcare_center,,outside_all_perimeters,06001422400,0.2784,0.4604,0.0216,0.4667,0.5223
CCC-006907,childcare_center,,outside_all_perimeters,06017030710,0.0192,0.0642,0.1938,0.0741,0.0267
CCC-012140,childcare_center,,outside_all_perimeters,06075026100,0.6927,0.6052,0.6227,0.8535,0.6728
CCC-008988,childcare_center,,outside_all_perimeters,06067008703,0.3292,0.1117,0.5698,0.1608,0.6364
CCC-011505,childcare_center,,outside_all_perimeters,06037650401,0.1831,0.1743,0.131,0.4835,0.3074
CCC-017678,childcare_center,,outside_all_perimeters,06019005301,0.7569,0.804,0.7799,0.6499,0.5294
CCC-012817,childcare_center,,outside_all_perimeters,06107001502,0.8084,0.7857,0.9197,0.5716,0.6142
CCC-002282,childcare_center,,outside_all_perimeters,06107001502,0.8084,0.7857,0.9197,0.5716,0.6142
CCC-009850,childcare_center,,outside_all_perimeters,06107001502,0.8084,0.7857,0.9197,0.5716,0.6142
CCC-005496,childcare_center,,outside_all_perimeters,06075030202,0.2446,0.0657,0.0429,0.3504,0.9045
CCC-009637,childcare_center,,outside_all_perimeters,06085503002,0.317,0.06,0.5723,0.3582,0.6217
CCC-006537,childcare_center,,outside_all_perimeters,06073008349,0.4281,0.2666,0.4846,0.5668,0.5814
CCC-012446,childcare_center,,outside_all_perimeters,06037128704,0.2076,0.341,0.1676,0.0749,0.2585
CCC-015091,childcare_center,,outside_all_perimeters,06037123602,0.7913,0.8455,0.854,0.3479,0.6355
CCC-014119,childcare_center,,outside_all_perimeters,06037231220,0.9977,0.9821,0.9944,0.9545,0.926
CCC-010626,childcare_center,,outside_all_perimeters,06001435500,0.7434,0.6249,0.7264,0.5883,0.8261
CCC-019106,childcare_center,,outside_all_perimeters,06073019902,0.5455,0.4976,0.5881,0.4835,0.5622
CCC-008500,childcare_center,,outside_all_perimeters,06073019303,0.53,0.4837,0.4351,0.3772,0.6961
CCC-010452,childcare_center,,outside_all_perimeters,06073019305,0.4843,0.4186,0.7757,0.4151,0.3668
CCC-016241,childcare_center,,outside_all_perimeters,06075023102,0.8998,0.7936,0.9899,0.8954,0.6271
CCC-007237,childcare_center,,outside_all_perimeters,06075016601,0.121,0.1322,0.0303,0.0919,0.58
CCC-018390,childcare_center,,outside_all_perimeters,06037124201,0.5958,0.7098,0.2365,0.6946,0.5593
CCC-018634,childcare_center,,outside_all_perimeters,06067006705,0.8857,0.9372,0.8528,0.5812,0.7206
CCC-003990,childcare_center,,outside_all_perimeters,06029002403,0.9118,0.8399,0.8284,0.7399,0.9118
CCC-011839,childcare_center,,outside_all_perimeters,06041114100,0.1209,0.293,0.2097,0.0338,0.0974
CCC-015546,childcare_center,,outside_all_perimeters,06095252401,0.8366,0.811,0.8641,0.6526,0.7303
CCC-008487,childcare_center,,outside_all_perimeters,06095252606,0.9501,0.7306,0.9747,0.7229,0.9773
CCC-000456,childcare_center,,outside_all_perimeters,06095252501,0.917,0.8626,0.9659,0.6077,0.8089
CCC-015982,childcare_center,,outside_all_perimeters,06095252501,0.917,0.8626,0.9659,0.6077,0.8089
CCC-009205,childcare_center,,outside_all_perimeters,06029002600,0.9525,0.95,0.9863,0.7967,0.6954
CCC-015768,childcare_center,,outside_all_perimeters,06039000201,0.7729,0.8011,0.2683,0.6024,0.923
CCC-003269,childcare_center,,outside_all_perimeters,06019004602,0.2782,0.2833,0.2288,0.3716,0.3785
CCC-008738,childcare_center,,outside_all_perimeters,06059087105,0.7334,0.6449,0.608,0.7244,0.8022
CCC-011115,childcare_center,,outside_all_perimeters,06059021813,0.2834,0.0332,0.575,0.0202,0.7342
CCC-014558,childcare_center,,outside_all_perimeters,06059042312,0.7333,0.622,0.3072,0.5996,0.9711
CCC-012607,childcare_center,,outside_all_perimeters,06059075702,0.1686,0.0498,0.5339,0.2062,0.2755
CCC-018528,childcare_center,,outside_all_perimeters,06067009504,0.7517,0.7204,0.8512,0.4866,0.648
CCC-013417,childcare_center,,outside_all_perimeters,06029003103,0.9669,0.9882,0.9229,0.7669,0.8247
CCC-003199,childcare_center,,outside_all_perimeters,06037600912,0.7302,0.7783,0.6322,0.8903,0.502
CCC-008120,childcare_center,,outside_all_perimeters,06037703200,0.4548,0.5206,0.209,0.8019,0.3934
CCC-004896,childcare_center,,outside_all_perimeters,06099002402,0.8773,0.9555,0.8713,0.9011,0.4822
CCC-013160,childcare_center,,outside_all_perimeters,06107001010,0.7539,0.8274,0.7963,0.9025,0.3629
CCC-016106,childcare_center,,outside_all_perimeters,06037134304,0.8088,0.7377,0.7969,0.5031,0.8391
CCC-002950,childcare_center,,outside_all_perimeters,06073013701,0.2404,0.2177,0.5328,0.2408,0.206
CCC-002270,childcare_center,,outside_all_perimeters,06037238000,0.7315,0.6624,0.7991,0.9336,0.542
CCC-012053,childcare_center,,outside_all_perimeters,06037272302,0.6461,0.6712,0.4497,0.4545,0.7089
CCC-006806,childcare_center,,outside_all_perimeters,06019008000,0.9048,0.7923,0.9889,0.5133,0.8136
CCC-009204,childcare_center,,outside_all_perimeters,06037400304,0.3421,0.2549,0.4524,0.4993,0.3946
CCC-006957,childcare_center,,outside_all_perimeters,06085507906,0.0305,0.0525,0.0909,0.7399,0.028
CCC-001743,childcare_center,,outside_all_perimeters,06059099235,0.3146,0.2787,0.1985,0.3698,0.5244
CCC-009870,childcare_center,,outside_all_perimeters,06071008800,0.5066,0.5219,0.7401,0.2432,0.3734
CCC-018550,childcare_center,,outside_all_perimeters,06097151702,0.5848,0.5402,0.5945,0.068,0.7823
CCC-009896,childcare_center,,outside_all_perimeters,06073016617,0.723,0.7138,0.8189,0.1777,0.7251
CCC-007386,childcare_center,,outside_all_perimeters,06037237300,0.7968,0.67,0.7047,0.9621,0.8039
CCC-013087,childcare_center,,outside_all_perimeters,06063000300,0.5713,0.5232,0.5164,0.0356,0.8226
CCC-012685,childcare_center,,outside_all_perimeters,06073018904,0.7885,0.8186,0.5997,0.5645,0.7873
CCC-013223,childcare_center,,outside_all_perimeters,06029005407,0.5497,0.5914,0.5434,0.1437,0.601
CCC-009488,childcare_center,,outside_all_perimeters,06085512036,0.2061,0.0645,0.0374,0.5071,0.7974
CCC-010668,childcare_center,,outside_all_perimeters,06037462002,0.9529,0.94,0.764,0.827,0.9448
CCC-015138,childcare_center,,outside_all_perimeters,06059088302,0.5647,0.54,0.6411,0.6033,0.4632
CCC-016682,childcare_center,,outside_all_perimeters,06075025702,0.5804,0.3856,0.578,0.7641,0.7348
CCC-000260,childcare_center,,outside_all_perimeters,06075022902,0.5116,0.3709,0.5457,0.4819,0.6749
CCC-006393,childcare_center,,outside_all_perimeters,06107002010,0.3906,0.2866,0.4099,0.4643,0.5406
CCC-019411,childcare_center,,outside_all_perimeters,06107003402,0.7491,0.8076,0.6694,0.4217,0.6849
CCC-007183,childcare_center,,outside_all_perimeters,06107003902,0.9322,0.9504,0.9044,0.637,0.8006
CCC-005555,childcare_center,,outside_all_perimeters,06067003002,0.2324,0.2969,0.3786,0.2798,0.1721
CCC-001092,childcare_center,,outside_all_perimeters,06087121403,0.5594,0.4324,0.5731,0.1415,0.8341
CCC-017069,childcare_center,,outside_all_perimeters,06037540901,0.8909,0.8458,0.9425,0.927,0.6475
CCC-010038,childcare_center,,outside_all_perimeters,06073018400,0.765,0.6045,0.4589,0.3984,0.9884
CCC-018234,childcare_center,,outside_all_perimeters,06075025200,0.1404,0.1393,0.0708,0.3151,0.3817
CCC-001948,childcare_center,,outside_all_perimeters,06085503709,0.9713,0.8246,0.9629,0.9086,0.9677
CCC-016997,childcare_center,,outside_all_perimeters,06059076105,0.4457,0.3066,0.7768,0.491,0.3823
CCC-004014,childcare_center,,outside_all_perimeters,06047001604,0.9287,0.9188,0.9706,0.8731,0.6504
CCC-004766,childcare_center,,outside_all_perimeters,06107001601,0.8744,0.9059,0.8138,0.8721,0.6626
CCC-001001,childcare_center,,outside_all_perimeters,06107001601,0.8744,0.9059,0.8138,0.8721,0.6626
CCC-014996,childcare_center,,outside_all_perimeters,06067002800,0.88,0.8896,0.7387,0.5996,0.8588
CCC-018417,childcare_center,,outside_all_perimeters,06037901215,0.7206,0.7269,0.7645,0.3876,0.6613
CCC-010717,childcare_center,,outside_all_perimeters,06063000100,0.5015,0.5289,0.3324,0.0705,0.7274
CCC-013384,childcare_center,,outside_all_perimeters,06007002800,0.8344,0.884,0.5422,0.2541,0.9381
CCC-012893,childcare_center,,outside_all_perimeters,06073020403,0.4142,0.3497,0.3627,0.3431,0.5976
CCC-000404,childcare_center,,outside_all_perimeters,06075026401,0.6423,0.4419,0.855,0.8774,0.5579
CCC-013574,childcare_center,,outside_all_perimeters,06037601502,0.9753,0.9676,0.898,0.9438,0.9007
CCC-002977,childcare_center,,outside_all_perimeters,06019000601,0.9962,0.986,0.926,0.7461,0.9904
CCC-001376,childcare_center,,outside_all_perimeters,06019004601,0.5049,0.2653,0.9652,0.3783,0.4295
CCC-010234,childcare_center,,outside_all_perimeters,06071001911,0.0469,0.1871,0.0598,0.692,0.0207
CCC-018975,childcare_center,,outside_all_perimeters,06037265301,,,,0.5681,
CCC-003304,childcare_center,,outside_all_perimeters,06037121222,0.8868,0.8238,0.3935,0.8019,0.9862
CCC-015933,childcare_center,,outside_all_perimeters,06023011200,0.4451,0.6001,0.6098,0.1272,0.2243
CCC-001097,childcare_center,,outside_all_perimeters,06037463000,0.297,0.2466,0.2227,0.5187,0.4417
CCC-013232,childcare_center,,outside_all_perimeters,06037232702,0.8545,0.8908,0.4981,0.9382,0.8192
CCC-003552,childcare_center,,outside_all_perimeters,06077001800,0.7592,0.7027,0.8401,0.7772,0.59
CCC-010703,childcare_center,,outside_all_perimeters,06073010001,0.6525,0.5973,0.9109,0.8454,0.2929
CCC-002775,childcare_center,,outside_all_perimeters,06019008403,0.6491,0.8733,0.4488,0.947,0.2073
CCC-010190,childcare_center,,outside_all_perimeters,06019008404,0.9592,0.9834,0.9042,0.929,0.7556
CCC-016256,childcare_center,,outside_all_perimeters,06037461200,0.0538,0.099,0.0988,0.2444,0.1166
CCC-010059,childcare_center,,outside_all_perimeters,06037462500,0.1118,0.1226,0.2212,0.423,0.1269
CCC-006357,childcare_center,,outside_all_perimeters,06043000200,0.4448,0.4577,0.4725,0.1073,0.5466
CCC-000424,childcare_center,,outside_all_perimeters,06061021403,0.8201,0.7581,0.9289,0.3698,0.7698
CCC-000084,childcare_center,,outside_all_perimeters,06077001400,0.8939,0.7718,0.9637,0.512,0.8707
CCC-001218,childcare_center,,outside_all_perimeters,06031000500,0.7796,0.7884,0.7894,0.6614,0.6187
CCC-005354,childcare_center,,outside_all_perimeters,06093001002,0.261,0.3709,0.4278,0.0116,0.2116
CCC-006045,childcare_center,,outside_all_perimeters,06111007202,0.047,0.059,0.258,0.1355,0.0734
CCC-007550,childcare_center,,outside_all_perimeters,06111008601,0.6098,0.5615,0.5937,0.8414,0.51
CCC-019130,childcare_center,,outside_all_perimeters,06013305000,0.9381,0.8529,0.9806,0.6507,0.8458
CCC-011141,childcare_center,,outside_all_perimeters,06013313204,0.6904,0.5562,0.9285,0.6445,0.5346
CCC-005155,childcare_center,,outside_all_perimeters,06013313206,0.8158,0.7881,0.9735,0.752,0.4571
CCC-012035,childcare_center,,outside_all_perimeters,06013309000,0.5788,0.5018,0.5411,0.5668,0.6618
CCC-011667,childcare_center,,outside_all_perimeters,06037571202,0.4092,0.5066,0.2725,0.4204,0.3795
CCC-010024,childcare_center,,outside_all_perimeters,06013313102,0.8501,0.6882,0.9154,0.7244,0.845
CCC-004555,childcare_center,,outside_all_perimeters,06013308001,0.3808,0.4476,0.832,0.5699,0.0623
CCC-018509,childcare_center,,outside_all_perimeters,06107003802,0.9862,0.9758,0.9333,0.7681,0.9582
CCC-017179,childcare_center,,outside_all_perimeters,06037402200,0.7893,0.598,0.8586,0.6881,0.8507
CCC-005985,childcare_center,,outside_all_perimeters,06065030700,0.5971,0.5246,0.8058,0.4385,0.5241
CCC-009128,childcare_center,,outside_all_perimeters,06059099309,0.1387,0.2794,0.1156,0.134,0.18
CCC-000113,childcare_center,,outside_all_perimeters,06019005204,0.8337,0.9091,0.8163,0.6691,0.584
CCC-011602,childcare_center,,outside_all_perimeters,06103000701,0.8325,0.7379,0.8727,0.0828,0.9507
CCC-000062,childcare_center,,outside_all_perimeters,06085511100,0.0618,0.0579,0.1729,0.4126,0.0962
CCC-011513,childcare_center,,outside_all_perimeters,06001408000,0.2363,0.0965,0.4056,0.2201,0.4733
CCC-014843,childcare_center,,outside_all_perimeters,06085502500,0.1288,0.1113,0.1912,0.2723,0.2371
CCC-016518,childcare_center,,outside_all_perimeters,06037554600,0.809,0.5988,0.7545,0.7461,0.9349
CCC-005796,childcare_center,,outside_all_perimeters,06029001801,0.8259,0.8298,0.6962,0.5625,0.8244
CCC-003101,childcare_center,,outside_all_perimeters,06037278001,0.2823,0.3403,0.1028,0.4058,0.4441
CCC-000217,childcare_center,,outside_all_perimeters,06037463400,0.2467,0.2808,0.1137,0.4757,0.3678
CCC-004435,childcare_center,,outside_all_perimeters,06037276400,0.0563,0.0709,0.1935,0.173,0.1044
CCC-008528,childcare_center,,outside_all_perimeters,06041114100,0.1209,0.293,0.2097,0.0338,0.0974
CCC-013166,childcare_center,,outside_all_perimeters,06041114100,0.1209,0.293,0.2097,0.0338,0.0974
CCC-009186,childcare_center,,outside_all_perimeters,06017031200,0.5037,0.5316,0.4079,0.0394,0.6882
CCC-008650,childcare_center,,outside_all_perimeters,06071008302,0.046,0.1325,0.3224,0.0938,0.0213
CCC-015299,childcare_center,,outside_all_perimeters,06013332000,0.4385,0.2696,0.4923,0.4204,0.6666
CCC-006904,childcare_center,,outside_all_perimeters,06037430901,0.6522,0.7227,0.2149,0.6819,0.7369
CCC-018980,childcare_center,,outside_all_perimeters,06037115403,0.7777,0.8248,0.3706,0.7473,0.8209
CCC-004167,childcare_center,,outside_all_perimeters,06073015407,0.8499,0.9361,0.9895,0.1307,0.4991
CCC-008201,childcare_center,,outside_all_perimeters,06037701902,0.5827,0.5857,0.4325,0.1415,0.7904
