FIPS,fire,category,drop,drop_pct
06037269906,PALISADES,residential_elderly_disabled,0.0004932136086910069,0.5550573025500743
06037269907,PALISADES,residential_elderly_disabled,0.0005004804305503951,0.5579742029404781
06037269908,PALISADES,residential_elderly_disabled,0.0005115164286482933,0.5694546257579974
06037269909,PALISADES,residential_elderly_disabled,0.0005058716358076291,0.5703229223800113
06037270101,PALISADES,residential_elderly_disabled,0.0004799714118917742,0.530455222496245
06037270102,PALISADES,residential_elderly_disabled,0.00048512768781191226,0.5425528949912789
06037270200,PALISADES,residential_elderly_disabled,0.0004552427345694313,0.4907131473133838
06037270300,PALISADES,residential_elderly_disabled,0.00043708050955974874,0.46083024923435345
06037271100,PALISADES,residential_elderly_disabled,0.0005332379345078986,0.5902051242319118
06037271200,PALISADES,residential_elderly_disabled,0.0005524349919971939,0.6251872009995101
06037271300,PALISADES,residential_elderly_disabled,0.0005496069581014779,0.6361685033673664
06037271400,PALISADES,residential_elderly_disabled,0.0005469295694302692,0.6850355119136031
06037271500,PALISADES,residential_elderly_disabled,0.0005405862239907427,0.650209483855956
06037271600,PALISADES,residential_elderly_disabled,0.0005338903240579374,0.6246517755253016
06037271702,PALISADES,residential_elderly_disabled,0.0005291587477981758,0.60513252233164
06037271703,PALISADES,residential_elderly_disabled,0.0005183389308447005,0.5909945372205425
06037271704,PALISADES,residential_elderly_disabled,0.0005210651404809164,0.5849947057663464
06037271801,PALISADES,residential_elderly_disabled,0.0005128044077856662,0.6047552824118873
06037271803,PALISADES,residential_elderly_disabled,0.0005022764723159993,0.5814418806935637
06037271804,PALISADES,residential_elderly_disabled,0.0005083103338600975,0.5883387691197269
06037271901,PALISADES,residential_elderly_disabled,0.0005197931814754274,0.6239364053680175
06037271902,PALISADES,residential_elderly_disabled,0.0005270991066090282,0.649475561271708
06037272100,PALISADES,residential_elderly_disabled,0.0005356544037117419,0.6863157657891689
06037272201,PALISADES,residential_elderly_disabled,0.0005223563451601568,0.6720446654511502
06037272202,PALISADES,residential_elderly_disabled,0.0005258582219643552,0.6897528738505003
06037272301,PALISADES,residential_elderly_disabled,0.000510159849619962,0.6336650879692376
06037272302,PALISADES,residential_elderly_disabled,0.0005150107431437757,0.6516721854281392
06037273100,PALISADES,residential_elderly_disabled,0.0005544355423947017,0.7275839837387512
06037273200,PALISADES,residential_elderly_disabled,0.0005552660372362478,0.7590896615164552
06037273300,PALISADES,residential_elderly_disabled,0.0005574504396654694,0.7777291677229028
06037273403,PALISADES,residential_elderly_disabled,0.0005552244889147809,0.7987653670580588
06037273404,PALISADES,residential_elderly_disabled,0.0005612173708599808,0.7947930810089703
06037273502,PALISADES,residential_elderly_disabled,0.0005470884362184674,0.7907522071302562
06037273600,PALISADES,residential_elderly_disabled,0.0005442936366464381,0.7510924333039798
06037273700,PALISADES,residential_elderly_disabled,0.0005422946914387291,0.7217186111860484
06037273800,PALISADES,residential_elderly_disabled,0.000534652166512377,0.7297676518930095
06037273902,PALISADES,residential_elderly_disabled,0.0005375021460341001,0.7844026405511989
06037274100,PALISADES,residential_elderly_disabled,0.0005261475842444094,0.7339786392803457
06037274202,PALISADES,residential_elderly_disabled,0.0005163004112173434,0.7954785181648228
06037275101,PALISADES,residential_elderly_disabled,0.00047616398296374516,0.5929581184381665
06037275102,PALISADES,residential_elderly_disabled,0.00048633558158642785,0.6133716486547635
06037275200,PALISADES,residential_elderly_disabled,0.0004993707965736801,0.6440366422094909
06037275311,PALISADES,residential_elderly_disabled,0.00049490688160598,0.6589343094441605
06037275312,PALISADES,residential_elderly_disabled,0.0004976881902588005,0.6968270638699582
06037275313,PALISADES,residential_elderly_disabled,0.0005036066248203827,0.6889028886297002
06037275400,PALISADES,residential_elderly_disabled,0.0005184788391053457,0.7012368869352824
06037275500,PALISADES,residential_elderly_disabled,0.0004861933392710977,0.6294023603060555
06037275603,PALISADES,residential_elderly_disabled,0.00046662896644614487,0.6102422197274773
06037275604,PALISADES,residential_elderly_disabled,0.0004672801009180258,0.6447851888221798
06037275605,PALISADES,residential_elderly_disabled,0.0004789363728029721,0.6605337416231919
06037276000,PALISADES,residential_elderly_disabled,0.00041430727206559465,0.5541072180933848
06037276101,PALISADES,residential_elderly_disabled,0.0004032750467861692,0.5199404458761969
06037276102,PALISADES,residential_elderly_disabled,0.00038864920489254176,0.49236320737235073
06037276400,PALISADES,residential_elderly_disabled,0.00044500227530031754,0.626197183448329
06037276500,PALISADES,residential_elderly_disabled,0.00045735795814230603,0.6562813228185501
06037276601,PALISADES,residential_elderly_disabled,0.0004747295323433014,0.7118519938182014
06037276605,PALISADES,residential_elderly_disabled,0.0004636079185654361,0.720355735001724
06037276606,PALISADES,residential_elderly_disabled,0.0004652764674052812,0.7343061178309929
06037276607,PALISADES,residential_elderly_disabled,0.0004463818852268921,0.6700612334885032
06037276608,PALISADES,residential_elderly_disabled,0.00045855991189099727,0.6990266416875519
06037277000,PALISADES,residential_elderly_disabled,0.0004369396656943228,0.5940297467663153
06037277100,PALISADES,residential_elderly_disabled,0.000388813327370855,0.5126048657161019
06037277200,PALISADES,residential_elderly_disabled,0.0003756478216103802,0.513188781843245
06037277400,PALISADES,residential_elderly_disabled,0.0003547990995650189,0.4781997965015772
06037278001,PALISADES,residential_elderly_disabled,0.00041753944134255276,0.5956431531918078
06037278102,PALISADES,residential_elderly_disabled,0.000484347861596534,0.7583781341951721
06037291110,PALISADES,residential_elderly_disabled,0.00011083208105427053,0.13308432638066134
06037291120,PALISADES,residential_elderly_disabled,9.736385274707694e-05,0.11830567598832518
06037291130,PALISADES,residential_elderly_disabled,7.745740309189027e-05,0.09588883446119603
06037291210,PALISADES,residential_elderly_disabled,4.854926366604675e-05,0.06183120412367684
06037291220,PALISADES,residential_elderly_disabled,2.2615739285726562e-05,0.029559126522557946
06037291300,PALISADES,residential_elderly_disabled,9.404371132256871e-06,0.01281309153175121
06037300702,PALISADES,residential_elderly_disabled,3.0762577378405125e-05,0.0354036273838298
06037301000,PALISADES,residential_elderly_disabled,3.992980015787633e-06,0.004591049714976211
06037301100,PALISADES,residential_elderly_disabled,3.49419617942292e-05,0.03924958052889317
06037301203,PALISADES,residential_elderly_disabled,6.512503717228464e-05,0.0715428522676977
06037301204,PALISADES,residential_elderly_disabled,6.96673772132054e-05,0.07600101459283262
06037301205,PALISADES,residential_elderly_disabled,9.16846244928603e-05,0.09870420137839178
06037301206,PALISADES,residential_elderly_disabled,9.905519259100637e-05,0.10572225403621528
06037301300,PALISADES,residential_elderly_disabled,7.652449647292115e-05,0.08378833443963733
06037301400,PALISADES,residential_elderly_disabled,9.356008251248276e-05,0.10096660183210135
06037301501,PALISADES,residential_elderly_disabled,0.00011396391721297859,0.12032257668545897
06037301502,PALISADES,residential_elderly_disabled,0.00012346147953798563,0.12910466045109423
06037301601,PALISADES,residential_elderly_disabled,0.0001389540487728127,0.1431661274735711
06037301602,PALISADES,residential_elderly_disabled,0.00016753339551330647,0.16821416056087812
06037301701,PALISADES,residential_elderly_disabled,0.00010998733430757459,0.11611901724458656
06037301702,PALISADES,residential_elderly_disabled,0.00010972369542221521,0.11563149000850151
06037301801,PALISADES,residential_elderly_disabled,7.903390137987409e-05,0.08528835829258093
06037301802,PALISADES,residential_elderly_disabled,8.784128663324129e-05,0.09389307352874637
06037301901,PALISADES,residential_elderly_disabled,5.810995382855127e-05,0.06371089894289966
06037301902,PALISADES,residential_elderly_disabled,3.6597514572288935e-05,0.04081672877840803
